SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COc1cc(Cl)c(OC)cc1Cl,4.194411733419748,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.39333841076033765
CCCSP(=O)(OCC)SCCC,4.278431001950421,3.9945810393223526,200-300,<50,7-10,3-5,<1,3-4,0.08220705568678636
C1COCCN1C=O,2.1204419436217385,0.7039836928957144,<200,<50,<3,1-3,<1,<0,0.41022680157269836
C1=CC2=C3C(=C1)C=CC3=CC=C2,4.129111313353904,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.1876468346459468
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,4.337604232387449,3.6123420602266383,300-400,<50,3-5,1-3,1-3,3-4,0.21004641755921727
CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,1.7624704480547018,3.2749914729946883,300-400,75-100,3-5,5-7,<1,0-1,0.43804797074291235
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,2.2905815004295778,2.084755199163509,200-300,75-100,<3,3-5,1-3,2-3,0.05961027457366955
CC(C)(C)C1=NN=C(N(C1=O)N)SC,1.9918108095023879,1.3123162536103137,200-300,50-75,<3,5-7,1-3,1-2,0.1967914537592558
CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,3.360745223005788,4.309154982576856,500-600,75-100,7-10,7-10,1-3,>=4,0.27467318719048134
CCCCOC1=CC=C(C=C1)N,4.186354685864376,4.293989094995731,<200,<50,3-5,1-3,1-3,1-2,0.03117248205126499
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,3.121940857117435,3.0612578074341883,200-300,50-75,<3,3-5,1-3,2-3,0.01757468910112661
COC1=CC(=C(C=C1Cl)OC)Cl,4.891141221792082,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.5951213503068198
CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,3.0124911119016624,6.208868659306983,400-500,50-75,5-7,3-5,<1,>=4,0.9257171803113701
O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,3.1656153679456533,1.0228141710742014,300-400,75-100,5-7,3-5,3-5,2-3,0.6205862269136172
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,3.209069957692853,2.669932366488085,200-300,50-75,<3,3-5,1-3,1-2,0.15614204621574837
CCC1CC2C(CCC3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OCC23)NS1(=O)=O,0.9760697361830459,0.567181382230949,500-600,75-100,3-5,5-7,1-3,>=4,0.11841998276766601
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,4.021230271261913,2.630394674066566,300-400,<50,5-7,3-5,1-3,>=4,0.40280611042256553
CCS(=O)(=O)C1=CC2=C(C=C1)OC(=N2)C3=CC4=CC=CC=C4C=C3,3.469877696753761,2.0630085059282193,300-400,50-75,3-5,3-5,<1,3-4,0.40744967109882263
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,2.8764990107127337,4.101565892209391,300-400,100-150,3-5,7-10,1-3,2-3,0.3547970921496784
CC(=O)Nc1nc(C)c(-c2cc3c(c(S(C)(=O)=O)c2)C(=O)N(C(C)C2CC2)C3)s1,2.3153090030781787,0.7019681610657231,400-500,75-100,5-7,5-7,1-3,3-4,0.4672468483459652
N#Cc1cccnc1N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,5.586880056487534,5.966859049472992,400-500,100-150,3-5,5-7,1-3,2-3,0.11004741359467703
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,3.7683240545270626,3.742838616914527,300-400,50-75,3-5,3-5,1-3,3-4,0.007380951435111014
CN(CCCC(=O)c1cccnc1)N=O,2.23793309980226,2.5294045518741006,200-300,50-75,5-7,3-5,<1,1-2,0.08441434929119464
CCCC1=CC(=C(C=C1)O)OC,5.239582299442151,4.152452765609863,<200,<50,3-5,1-3,1-3,2-3,0.3148484407010587
C1CN(CCN1CCC2=CC(=O)N(C3=C2C=CC(=C3)F)CC(=O)N)C4=NC=CC5=C4C=CS5,3.689798441501903,2.942476950383015,400-500,75-100,5-7,7-10,1-3,2-3,0.21643511546570757
CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C,4.174860278538094,5.069070685216515,300-400,<50,7-10,3-5,1-3,3-4,0.25897627048074834
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,3.7772268230591357,4.847737547758402,300-400,50-75,7-10,7-10,<1,>=4,0.3100353931487625
CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl,3.74610799009496,3.7548198047292756,200-300,50-75,5-7,3-5,<1,2-3,0.002523067553524896
CC1=CC=C(C=C1)O,4.8337929328025915,4.624060024270084,<200,<50,<3,1-3,1-3,1-2,0.060741684555637276
CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)C[C@H](CO)O,2.1363514179713197,1.8001302529231387,500-600,100-150,5-7,7-10,3-5,0-1,0.09737451357148393
C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,2.9072738386832055,2.021418839744629,200-300,50-75,<3,3-5,<1,0-1,0.25655642352006647
Cc1ccc(C(SCC(N)C(=O)O)(c2ccccc2)c2ccccc2)cc1C,3.4045308713221973,3.0492716186800624,300-400,50-75,7-10,3-5,1-3,>=4,0.10288821916621327
CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C,4.408320965682607,2.003051197665122,200-300,<50,<3,1-3,1-3,>=4,0.6966009222986768
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,3.2544633165419095,4.431060923804295,300-400,50-75,5-7,7-10,<1,2-3,0.3407596891175144
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,3.3250600011735756,2.3885175298036643,200-300,<50,<3,3-5,1-3,2-3,0.2712362488411819
CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,2.6991454371600954,2.232420674799882,300-400,<50,3-5,3-5,<1,3-4,0.13517024337263112
C1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)O)O)O,4.649170194099517,5.482381695498671,200-300,75-100,<3,3-5,3-5,2-3,0.24131010502947342
c1ccc2c(c1)-c1cccc3cccc-2c13,3.4041666900825285,3.0688542512034256,200-300,<50,<3,<1,<1,>=4,0.09711133332621001
CCNC(=NS(=O)(=O)c1cccc(Cl)c1)N1CC2(C=N1)CCNCC2,2.273275661723833,2.155580485727476,300-400,75-100,3-5,3-5,1-3,1-2,0.034086225686336964
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,2.151131863223774,4.3146133186036115,200-300,75-100,<3,3-5,1-3,2-3,0.626575528962755
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.0732296827548113,3.2749914729946883,500-600,75-100,>=10,7-10,1-3,>=4,0.058433133378454696
CCNc1nc(NC(C)CC)nc(OC)n1,3.18375314052669,2.868709879930809,200-300,50-75,5-7,5-7,1-3,3-4,0.09124108605745293
Fc1ccc(CN2CCN(C3=Nn4c(nnc4C(F)(F)F)CC3)CC2)cc1,4.545152230568298,2.343142412490957,300-400,<50,<3,5-7,<1,2-3,0.6377339001968726
C=C(Cl)Cl,5.1536281289234305,5.753274138748763,<200,<50,<3,<1,<1,2-3,0.1736661596347024
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,3.8638313412394623,3.5866069434349686,400-500,<50,7-10,3-5,1-3,>=4,0.08028819626061245
CC#Cc1cc(C)nc(Nc2ccccc2)n1,4.387247549313657,3.484318607371102,200-300,<50,<3,3-5,1-3,3-4,0.2615012844258974
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,3.322169249532935,1.9853886174483968,300-400,100-150,<3,5-7,3-5,1-2,0.38715101050333756
C[C@@H]1C[C@@H]2[C@@H](CC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)NS1(=O)=O,0.8140248051886881,0.7019681610657231,500-600,75-100,<3,5-7,1-3,>=4,0.03245322528212337
CN1CCN(c2cc(Cl)c3nc(Nc4ccc(Br)cn4)[nH]c3c2)CC1,3.3192391542126622,3.1738240641526563,400-500,50-75,3-5,5-7,1-3,3-4,0.042114313828272826
CC(CO)Nc1nc(SCc2ccco2)nc2[nH]c(=O)sc12,3.696262574438335,4.25503651548135,300-400,100-150,5-7,7-10,3-5,2-3,0.16182901721159493
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,3.2317786587972686,3.7122421583778804,<200,50-75,<3,3-5,1-3,3-4,0.13914918043250074
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)nc1O,2.720841122581683,1.965984476132442,200-300,100-150,3-5,7-10,1-3,0-1,0.21861740546185798
C[C@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=C(C(=CC=C3)F)F,3.170855811564306,3.0111742796952568,300-400,75-100,5-7,7-10,3-5,3-4,0.04624608177141345
CO/N=C(\C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)/C4=NOCCO4,2.9731719800357634,3.7518379385882503,400-500,75-100,7-10,7-10,<1,>=4,0.22551292670066214
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.3490625174946222,1.327946504879594,300-400,75-100,<3,3-5,<1,2-3,0.2957299699267685
CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,2.1297537855407525,2.1082045054813006,300-400,50-75,3-5,5-7,<1,1-2,0.006240983262621523
CC(C)N(C(=O)CCl)c1ccccc1,4.210989209646154,5.18367899998282,200-300,<50,3-5,1-3,<1,2-3,0.28170503536387614
Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,2.401596081655322,3.2749914729946883,300-400,75-100,3-5,5-7,<1,0-1,0.25294794090389683
CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,4.216261262716818,3.7518379385882503,400-500,75-100,7-10,7-10,<1,>=4,0.1345037135654158
C[C@H](CF)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,5.530724519905343,3.6006000007279004,300-400,50-75,5-7,3-5,1-3,>=4,0.5589919842207582
CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O,4.820027352722179,3.7184368000437407,200-300,<50,3-5,3-5,1-3,3-4,0.3190365609691275
CC1=CC(=C(C=C1)OC)N,4.055562507666787,3.925732183746517,<200,<50,<3,1-3,1-3,1-2,0.037600740086522595
COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,3.0343503930509503,3.9636527532089056,300-400,<50,5-7,3-5,<1,2-3,0.2691394078901769
CC(C)C1(C(=O)NC(=N1)C2=C(C=CC=N2)C(=O)O)C,1.8384817645618516,0.6859522691495428,200-300,75-100,3-5,3-5,1-3,0-1,0.33378921572792447
CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,5.584302204794734,5.920150591130186,200-300,50-75,>=10,3-5,1-3,3-4,0.0972665514632193
COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)Nc1nc(OCC(F)(F)F)nc(N(C)C)n1,2.836105998155346,3.6327328488112802,400-500,>=150,7-10,>=10,1-3,3-4,0.23071466089735523
CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2,4.271945011414194,2.6281924485456436,300-400,75-100,5-7,3-5,3-5,3-4,0.47605452267785797
CCN(CC)C(=S)SSC(=S)N(CC)CC,4.187496661385997,4.296070764077701,200-300,<50,3-5,3-5,<1,3-4,0.03144463090106176
O=C(c1ccc(O)cc1)c1ccc(O)cc1O,4.050834876966412,4.001584511406435,200-300,75-100,<3,3-5,3-5,2-3,0.014263618380280585
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,2.100638117530139,1.0436381581317689,200-300,50-75,<3,3-5,1-3,<0,0.3061224800548926
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.1131873928055036,3.2104082761500496,300-400,50-75,3-5,3-5,1-3,>=4,0.028156574329009126
CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,2.176276005351553,2.557794902195457,300-400,100-150,5-7,5-7,1-3,3-4,0.11049339203015553
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,4.113632097449527,4.597751394682993,300-400,50-75,<3,3-5,<1,>=4,0.1402079523218654
O=C(NC(Cc1ccccc1)C(O)C(=O)N1CC(O)C(O)C1)c1cc2cc(Cl)ccc2[nH]1,3.856768310068635,1.84333733145567,400-500,100-150,5-7,5-7,5-7,0-1,0.5831187400831803
CC(C)C1=CC(=CC=C1)O,4.74531942170437,3.944133307106349,<200,<50,<3,1-3,1-3,3-4,0.23203508969469488
C1=CC=C(C=C1)OCCO,4.282122582420491,3.839829166306212,<200,<50,3-5,1-3,1-3,1-2,0.12809457204702182
CC(=O)Nc1ccc(O)cc1,3.880256150538067,0.649946912270624,<200,<50,<3,1-3,1-3,0-1,0.9355442888810631
C(=C(Cl)Cl)Cl,1.1267255966685976,3.365100801984549,<200,<50,<3,<1,<1,2-3,0.6482658424459302
C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC,3.1249689753660213,1.7580465376935106,200-300,50-75,5-7,5-7,<1,0-1,0.3958805134686683
CCOC1=CC=CC=C1C(=O)N,3.6434233401512643,1.4603785829915767,<200,50-75,3-5,1-3,1-3,1-2,0.6322413441840903
CN(C)C(=O)Nc1ccc(Cl)cc1,3.6777737351775066,2.180610638099671,<200,<50,<3,1-3,1-3,1-2,0.43360009264806193
CCC(C)c1ccc(O)cc1,4.908907751447362,3.9003153171265224,<200,<50,<3,1-3,1-3,3-4,0.2921029604718573
Cc1ccccc1O,5.289543728513075,4.261515311874514,<200,<50,<3,1-3,1-3,1-2,0.2977319021350059
C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,3.4345016758909623,3.8604004147232507,200-300,<50,<3,<1,<1,>=4,0.12334643632134103
