SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CC(C)OC(=O)NC1=CC(=CC=C1)Cl,4.159303306693438,5.296865463046069,200-300,<50,<3,1-3,1-3,3-4,0.3369129617216598
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc2cccc(F)c2F)n1,2.8447734040176496,4.348069046945451,400-500,100-150,7-10,7-10,3-5,2-3,0.4452326271348546
Oc1ccccc1Cc1ccccc1O,4.555926572500462,5.363398162503038,200-300,<50,<3,1-3,1-3,3-4,0.2391496968975593
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.4366319205238685,3.6006000007279004,500-600,100-150,>=10,7-10,1-3,>=4,0.04856259609275397
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,2.857214911177608,2.655377710446548,500-600,100-150,7-10,7-10,1-3,>=4,0.05977833273035754
CC(CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,3.0635363159818643,3.0612578074341887,400-500,100-150,7-10,7-10,3-5,2-3,0.0006748282358186276
CCC(=O)Nc1ccc(Cl)c(Cl)c1,3.882627252654542,3.3928489637277615,200-300,<50,<3,1-3,1-3,3-4,0.1450581429663316
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,3.729137353163191,4.683666307544404,300-400,<50,3-5,1-3,<1,>=4,0.2827038287743139
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NN2C3=CC=CC=C3)C)C(=O)N[C@@H](C)C(C)(C)C,2.4219153492132506,2.933040419609829,400-500,75-100,5-7,5-7,1-3,>=4,0.15138044133750322
CCNc1ccccc1,3.40923586284795,4.033634082553319,<200,<50,<3,1-3,1-3,2-3,0.18492866725557264
CCN(CC)C(=S)SSC(=S)N(CC)CC,3.457903159214968,4.296070764077701,200-300,<50,3-5,3-5,<1,3-4,0.24824096740250187
Nc1cc(Cl)cc(Cl)c1,3.2312562297571628,5.393919458287381,<200,<50,<3,1-3,1-3,2-3,0.6405182076967545
CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,4.504503584707267,5.998935073111827,300-400,50-75,7-10,5-7,1-3,>=4,0.4426073213114268
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],2.9316301668113187,0.9383807215534246,200-300,75-100,3-5,5-7,<1,<0,0.5903427520875785
CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl,2.818024180663631,2.6905119681290026,200-300,<50,<3,1-3,1-3,3-4,0.03776542401732828
COC1=C(C=C(C=C1)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O)OC,3.543298921619815,2.858547243087515,300-400,50-75,7-10,5-7,1-3,3-4,0.20280361364858923
C(CCl)Cl,4.837289619389248,4.012689035209935,<200,<50,<3,<1,<1,1-2,0.24422280883888892
CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)C[C@H](CO)O,2.5761766446411776,1.8001302529231387,500-600,100-150,5-7,7-10,3-5,0-1,0.22984246338279402
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,4.613353055243387,4.565980400356549,200-300,<50,<3,1-3,1-3,2-3,0.01403040824926571
CCNC(=O)OC1CCN(CC1)C2=NN=CC3=CC(=C(C=C32)OC)OC,3.8769144582720294,5.107673985224389,300-400,75-100,5-7,7-10,1-3,1-2,0.3645153234722491
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,3.048415626513362,2.824560326210862,300-400,50-75,<3,5-7,<1,1-2,0.06629945607880051
CC(C)O,4.738667833170588,1.3360054569004634,<200,<50,<3,1-3,1-3,0-1,1.0077700392247027
C1=Cc2cccc3cccc1c23,3.5331145186294792,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.01537797466793918
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,3.155324423684856,1.9853886174483968,300-400,100-150,<3,5-7,3-5,1-2,0.34650109912864946
C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,3.760866314721425,2.7184285063678635,200-300,<50,<3,<1,<1,>=4,0.3087398850794427
