SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CC(C)OC(=O)NC1=CC(=CC=C1)Cl,4.327332664917781,5.296865463046069,200-300,<50,<3,1-3,1-3,3-4,0.2893107734900802
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc2cccc(F)c2F)n1,3.51005204643158,4.348069046945451,400-500,100-150,7-10,7-10,3-5,2-3,0.25006616288232497
Oc1ccccc1Cc1ccccc1O,4.737730979877172,5.363398162503038,200-300,<50,<3,1-3,1-3,3-4,0.18670049832486105
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.3601575642721806,3.6006000007279004,500-600,100-150,>=10,7-10,1-3,>=4,0.07174856529365109
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,2.2819813658558377,2.655377710446548,500-600,100-150,7-10,7-10,1-3,>=4,0.11142231132402874
CC(CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,3.040183484014598,3.0612578074341887,400-500,100-150,7-10,7-10,3-5,2-3,0.006288625636051085
CCC(=O)Nc1ccc(Cl)c(Cl)c1,4.453668814005538,3.3928489637277615,200-300,<50,<3,1-3,1-3,3-4,0.3165510357256472
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,2.8821848289496237,4.683666307544404,300-400,<50,3-5,1-3,<1,>=4,0.5375661359847524
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NN2C3=CC=CC=C3)C)C(=O)N[C@@H](C)C(C)(C)C,2.173306724617471,2.933040419609829,400-500,75-100,5-7,5-7,1-3,>=4,0.2267062479671079
CCNc1ccccc1,3.4223501049665126,4.033634082553319,<200,<50,<3,1-3,1-3,2-3,0.18240851750363463
CCN(CC)C(=S)SSC(=S)N(CC)CC,3.8620342016876683,4.296070764077701,200-300,<50,3-5,3-5,<1,3-4,0.129517489073557
Nc1cc(Cl)cc(Cl)c1,2.3734596883119337,5.393919458287381,<200,<50,<3,1-3,1-3,2-3,0.9013120072206553
CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,4.725157243150883,5.998935073111827,300-400,50-75,7-10,5-7,1-3,>=4,0.380098177134338
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],2.928759456110305,0.9383807215534246,200-300,75-100,3-5,5-7,<1,<0,0.5939335031723838
CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl,3.5669537004833956,2.6905119681290026,200-300,<50,<3,1-3,1-3,3-4,0.2615321895205072
COC1=C(C=C(C=C1)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O)OC,4.337671790132639,2.858547243087515,300-400,50-75,7-10,5-7,1-3,3-4,0.4413741006182711
C(CCl)Cl,5.133022407681042,4.012689035209935,<200,<50,<3,<1,<1,1-2,0.33431000496537905
CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)C[C@H](CO)O,2.271451734642064,1.8001302529231387,500-600,100-150,5-7,7-10,3-5,0-1,0.14064339308771895
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,3.9201242178472104,4.565980400356549,200-300,<50,<3,1-3,1-3,2-3,0.1927249414211182
CCNC(=O)OC1CCN(CC1)C2=NN=CC3=CC(=C(C=C32)OC)OC,3.2198437617094156,5.107673985224389,300-400,75-100,5-7,7-10,1-3,1-2,0.5633327962060328
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,2.8629551397871555,2.824560326210862,300-400,50-75,<3,5-7,<1,1-2,0.011457098960663678
CC(C)O,4.559269458624549,1.3360054569004634,<200,<50,<3,1-3,1-3,0-1,0.9618292473465497
C1=Cc2cccc3cccc1c23,3.071382504913952,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.12228804877411535
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,2.720495844351092,1.9853886174483968,300-400,100-150,<3,5-7,3-5,1-2,0.21935765435057047
C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,2.9261709260302258,2.7184285063678635,200-300,<50,<3,<1,<1,>=4,0.06199080653614583
C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl,2.1399035936143824,2.0970174392014087,200-300,75-100,3-5,5-7,1-3,0-1,0.01279732519537796
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,3.6290923951172114,3.086667844147708,200-300,50-75,5-7,3-5,<1,3-4,0.1618607093065371
Clc1cccc(Cl)c1Cl,4.411652869303705,2.9322274153361185,<200,<50,<3,<1,<1,>=4,0.4414638919225511
O=[N+]([O-])c1ccccc1,4.310781476468153,3.0810767052953945,<200,<50,<3,1-3,<1,1-2,0.3669466769966433
CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,4.4527374134777435,4.367618078184806,400-500,50-75,5-7,5-7,<1,>=4,0.025399801615893985
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C,4.371640815967927,4.847737547758402,300-400,50-75,7-10,7-10,<1,>=4,0.1420683384784015
C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,2.896239332340116,1.806418170236714,400-500,100-150,3-5,7-10,1-3,2-3,0.32520509257931585
CCCCCCCCC,1.7597422272199277,2.399200311773536,<200,<50,5-7,<1,<1,>=4,0.19081573456188533
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.64168429643471,3.280747969380977,200-300,<50,<3,1-3,1-3,2-3,0.1906980412487622
COC(=O)C=C(C)OP(=O)(OC)OC,1.801854617713698,2.5617295641011073,200-300,50-75,5-7,5-7,<1,0-1,0.22674839770194688
