SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COc1cc(Cl)c(OC)cc1Cl,3.877450643536629,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.2685227664462373
CCCSP(=O)(OCC)SCCC,3.877450643536629,3.9945810393223526,200-300,<50,7-10,3-5,<1,3-4,0.03020809360501096
C1COCCN1C=O,3.8774513160781607,0.7039836928957144,<200,<50,<3,1-3,<1,<0,0.8184417577563697
C1=CC2=C3C(=C1)C=CC3=CC=C2,3.8774503072658626,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.1021955989360388
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,3.8774503072658626,3.6123420602266383,300-400,<50,3-5,1-3,1-3,3-4,0.06837178930626779
CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,3.877450979807395,3.2749914729946883,300-400,75-100,3-5,5-7,<1,0-1,0.15537515307572417
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,3.8774513160781607,2.084755199163509,200-300,75-100,<3,3-5,1-3,2-3,0.4623388467342476
CC(C)(C)C1=NN=C(N(C1=O)N)SC,3.877450643536629,1.3123162536103137,200-300,50-75,<3,5-7,1-3,1-2,0.6615517623801227
CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,3.877450643536629,4.309154982576856,500-600,75-100,7-10,7-10,1-3,>=4,0.11133715544915834
CCCCOC1=CC=C(C=C1)N,3.877450643536629,4.293989094995731,<200,<50,3-5,1-3,1-3,1-2,0.10742585173861861
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,3.877450643536629,3.0612578074341883,200-300,50-75,<3,3-5,1-3,2-3,0.21049727892857523
COC1=CC(=C(C=C1Cl)OC)Cl,3.877450979807395,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.2685228531709402
CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,3.8774503072658626,6.208868659306983,400-500,50-75,5-7,3-5,<1,>=4,0.6012760679109953
O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,3.877450643536629,1.0228141710742014,300-400,75-100,5-7,3-5,3-5,2-3,0.73621475612681
