SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,2.851470712496732,3.5745569271098394,400-500,75-100,7-10,5-7,1-3,3-4,0.21646778966429517
CCOC(=O)c1ccc(O)cc1,5.533005338837068,4.987951497816011,<200,<50,<3,3-5,1-3,2-3,0.16317086099752548
CN1CN(C(=S)SC1)C,2.7230485728139984,3.4843186073711023,<200,<50,<3,3-5,<1,0-1,0.22789874621854075
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,3.0798642732153523,2.655377710446548,500-600,100-150,7-10,7-10,1-3,>=4,0.1270770568263735
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.2855963286482415,1.9378037810571844,300-400,50-75,<3,3-5,1-3,2-3,0.10411743788952268
CCNc1nc(Cl)nc(NC(C)C)n1,3.0932841971948726,2.821233560373706,200-300,50-75,3-5,5-7,1-3,2-3,0.08144284711740973
COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,5.76990833457521,6.089416461728909,300-400,75-100,>=10,5-7,1-3,2-3,0.09565002992312067
CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3,2.801170172629104,2.5518637282315644,500-600,50-75,3-5,5-7,<1,>=4,0.07463399782372451
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,2.25794449408978,2.8349230581323863,200-300,<50,<3,3-5,<1,1-2,0.17272805360949822
CCCN(CCC)C(=O)SCCC,3.127139240288092,4.172260856834855,200-300,<50,5-7,1-3,<1,3-4,0.3128744009942183
CCC(=O)C,5.090620276079829,4.870630406879055,<200,<50,<3,1-3,<1,0-1,0.06585759729897307
C1[C@H]([C@H](CN1C(=O)[C@@H]([C@H](CC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl)O)O)O,2.4397486627849436,1.84333733145567,400-500,100-150,5-7,5-7,5-7,0-1,0.17854557314810016
CNS(=O)(=O)c1cc(-c2sc(NC(C)=O)nc2C)cc2c1C(=O)N(C(C)C1CC1)C2,1.342145038848067,0.8207265198063667,400-500,100-150,5-7,5-7,1-3,2-3,0.1560952373672054
CCc1ccc(O)c(C(C)(C)C)c1,4.39396972957992,5.562674259796112,<200,<50,<3,1-3,1-3,3-4,0.34987098538714356
CCOC1=CC2=CC=CC=C2OC1=O,4.6224996671387615,4.206955728268953,<200,<50,<3,3-5,<1,1-2,0.12439993480400086
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,3.381469313873898,4.431060923804295,300-400,50-75,5-7,7-10,<1,2-3,0.3142125672709561
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,4.665126380014635,4.364386330371385,300-400,50-75,7-10,5-7,<1,3-4,0.0900314962367761
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,3.333806069572707,4.683666307544404,300-400,<50,3-5,1-3,<1,>=4,0.404102935672473
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,4.306169618584535,3.249656482282344,200-300,<50,<3,1-3,1-3,3-4,0.3162846403993411
CC(C)(C)C1=NN=C(N(C1=O)N)SC,1.6724215108745748,1.312316253610314,200-300,50-75,<3,5-7,1-3,1-2,0.10780345069667144
CCOC1=NC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)NC,2.418048874542646,1.3205016404694867,400-500,>=150,7-10,>=10,3-5,1-2,0.328568874652241
CC(C)(C)NC(=O)NCCN1CCC(CC1)(CNC(=O)C2=CC(=CC(=C2)Cl)Cl)CO,2.988414651540388,2.9451568267153836,400-500,75-100,7-10,3-5,3-5,2-3,0.012949943639243922
C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,3.3691097705762574,3.0949963717650415,<200,<50,3-5,1-3,<1,3-4,0.08206036895583727
CC(C)N(C1=CC=CC=C1)C(=O)CCl,4.997300132547654,5.18367899998282,200-300,<50,3-5,1-3,<1,2-3,0.05579558932044075
Cc1ccc(C)c(O)c1C,5.089391961805796,5.600995681169267,<200,<50,<3,1-3,1-3,2-3,0.15315701513393978
CCCCCCOC1=CC=C(C=C1)N,4.3922822737923966,5.312037759993743,<200,<50,5-7,1-3,1-3,3-4,0.27534398126528115
C1=C(C=C(C(=C1Br)O)Br)C#N,4.656507142261782,3.045163365618585,200-300,<50,<3,1-3,1-3,2-3,0.48238234759585447
C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4,3.0347857298940455,2.6748541246582795,400-500,50-75,5-7,3-5,1-3,>=4,0.10775146509658759
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,1.4313458267274533,1.474454769386837,200-300,75-100,5-7,3-5,1-3,2-3,0.012905373306327858
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,2.962613592801379,2.7184285063678635,200-300,<50,<3,<1,<1,>=4,0.07310083481197341
C1=Cc2cccc3cccc1c23,3.1360105629715838,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.10333572998674957
C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,3.4532009482363786,4.970271451552798,200-300,<50,<3,1-3,<1,>=4,0.4541600876646725
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.36404666504405,3.274991472994688,500-600,75-100,>=10,7-10,1-3,>=4,0.026660141199579327
CCOC(=O)c1ccc(N)cc1,4.244029391385306,5.819630602548275,<200,50-75,<3,3-5,1-3,1-2,0.47168222084737804
CC(O)=Nc1nc(C)c(-c2cc3c(c(S(C)(=O)=O)c2)C(=O)N([C@@H](C)C2CC2)C3)s1,2.410023678804233,0.7019681610657231,400-500,75-100,5-7,5-7,1-3,3-4,0.5113346030896053
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,2.615996444088752,1.9378037810571844,500-600,100-150,>=10,>=10,1-3,3-4,0.203028164230092
CCC1OC=CC(=O)C1=O,4.6731823943353445,5.33314527235854,<200,<50,<3,3-5,<1,0-1,0.19757077728636638
FCC(F)(F)F,2.8352987075724014,0.22870748389392712,<200,<50,<3,<1,<1,0-1,0.7803260929956077
COC[C@H](C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,5.912748588127525,2.934393959619913,300-400,50-75,7-10,3-5,1-3,>=4,0.8916196025316657
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,4.3329832615215045,4.597751394682993,300-400,50-75,<3,3-5,<1,>=4,0.07926270948157303
CC(=CC(O)OC)O[P+](O)(OC)OC,3.0409941056162544,2.5617295641011073,200-300,75-100,5-7,5-7,1-3,0-1,0.1434757486308398
CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,3.7644907745171086,3.678111386004775,200-300,<50,<3,1-3,1-3,3-4,0.02585909525854107
COC(C)(C)C,2.7409178142735273,2.549878826883233,<200,<50,<3,1-3,<1,0-1,0.05719067312354833
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,4.409820446170253,4.800735489267813,300-400,50-75,<3,3-5,1-3,2-3,0.11702686846426531
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,4.427187363192595,4.443699119055233,200-300,<50,<3,1-3,1-3,3-4,0.004943066570525199
CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl,3.36254301349585,4.309154982576856,500-600,75-100,7-10,7-10,1-3,>=4,0.2833839125620319
CS(=O)(=O)c1ccc(C(CC2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,2.4781969664371606,2.828928766584521,400-500,100-150,5-7,5-7,1-3,1-2,0.10499735164153437
CC1=C(C=C(C=C1)N)O,4.885918454365813,3.73071213771587,<200,<50,<3,1-3,1-3,0-1,0.3458300724281461
CC1=CC(=C(C=C1)O)C(C)(C)C,5.652783696626557,3.992235606361313,<200,<50,<3,1-3,1-3,3-4,0.49711247077682547
C(=C(Cl)Cl)(Cl)Cl,4.334466244319901,0.1305260661515327,<200,<50,<3,<1,<1,3-4,1.2585188596576153
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,3.572449300227336,3.7548198047292756,200-300,50-75,5-7,3-5,<1,2-3,0.054595619736188525
CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,2.549448605993938,2.8801992484742773,400-500,75-100,7-10,3-5,1-3,>=4,0.09901566239383083
CC(=O)Nc1ccc(O)cc1,3.341757263805128,0.649946912270624,<200,<50,<3,1-3,1-3,0-1,0.8058378450817458
COc1ccc(C(SC[C@H](N)C(=O)O)(c2ccccc2)c2ccccc2)cc1,2.9375304040332217,2.819869414396008,300-400,50-75,7-10,3-5,1-3,>=4,0.03522375871888115
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,2.845833495530252,2.201094789505169,200-300,75-100,3-5,5-7,1-3,2-3,0.19301317019152806
C[C@@H](Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,2.5858265283600406,3.4509902175913845,400-500,75-100,5-7,5-7,1-3,>=4,0.2590010260476639
CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,3.157425971361675,3.6414413504985506,200-300,50-75,3-5,5-7,1-3,2-3,0.14489799026433547
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,2.638619313460664,3.019904653285736,300-400,50-75,5-7,5-7,<1,2-3,0.11414405789425056
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.586941784687728,2.630394674066566,300-400,<50,5-7,3-5,1-3,>=4,0.2863581611173721
CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,3.1692986917844808,4.507970292799597,300-400,<50,<3,1-3,1-3,3-4,0.4007534325808631
Cn1c(=O)c2[nH]cnc2n(C)c1=O,2.756385974450087,1.0924268113183644,<200,50-75,<3,5-7,1-3,<0,0.4981336317239826
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,2.976911754105137,2.8816261821451543,400-500,100-150,7-10,5-7,3-5,1-2,0.028525308230515484
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,3.1940491505892843,3.5866069434349686,400-500,<50,7-10,3-5,1-3,>=4,0.11751865270763959
CCN(CC)C(=O)C1=CC=CC(=C1)C,3.1536513409288216,2.3665647486203745,<200,<50,3-5,1-3,<1,2-3,0.23562735876879387
CCCC1=CC(=C(C=C1)O)OC,5.306650049025403,4.152452765609863,<200,<50,3-5,1-3,1-3,2-3,0.3455280016798247
CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,1.4074942739966902,0.6859522691495428,200-300,75-100,3-5,3-5,1-3,0-1,0.21600550499054536
C(CCC(=O)NN)CC(=O)NN,2.6579329683551176,0.928677592965336,<200,100-150,5-7,3-5,3-5,<0,0.5176811302868136
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,2.213962686304918,1.8064181702367141,300-400,50-75,3-5,1-3,1-3,3-4,0.12200517559346895
CC1(CCC(=CC2=CC=C(C=C2)Cl)C1(CN3C=NC=N3)O)C,2.401797516382463,2.8073540561648045,300-400,50-75,3-5,3-5,1-3,3-4,0.12141004208959486
COC1CCC(n2nc(C)c(C(O)=N[C@@H](C)C(C)(C)C)c2NS(=O)(=O)c2ccc(C)cc2)CC1,2.3243088970300883,2.3184072597381764,400-500,100-150,7-10,5-7,1-3,>=4,0.0017667525035919493
C(=C(Cl)Cl)Cl,4.99733261201163,3.3651008019845494,<200,<50,<3,<1,<1,2-3,0.48863552505334823
