SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COc1cc(Cl)c(OC)cc1Cl,4.103819716495197,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.34646974152241755
CCCSP(=O)(OCC)SCCC,4.9231400753511,3.9945810393223526,200-300,<50,7-10,3-5,<1,3-4,0.25381000998737197
C1COCCN1C=O,2.090087958515021,0.7039836928957144,<200,<50,<3,1-3,<1,<0,0.3788742813865457
C1=CC2=C3C(=C1)C=CC3=CC=C2,4.896949290463884,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.386979591568802
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,4.293665412737089,3.6123420602266383,300-400,<50,3-5,1-3,1-3,3-4,0.1862312251516915
CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,3.2784590940035114,3.2749914729946883,300-400,75-100,3-5,5-7,<1,0-1,0.0009478308742176464
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,2.6598661533799772,2.084755199163509,200-300,75-100,<3,3-5,1-3,2-3,0.15719939322092794
CC(C)(C)C1=NN=C(N(C1=O)N)SC,2.3022835549539167,1.3123162536103137,200-300,50-75,<3,5-7,1-3,1-2,0.2705951920039393
CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,3.561418333509434,4.309154982576856,500-600,75-100,7-10,7-10,1-3,>=4,0.20438446991953124
CCCCOC1=CC=C(C=C1)N,4.422802129953246,4.293989094995731,<200,<50,3-5,1-3,1-3,1-2,0.03520943356374646
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,3.0495404160964945,3.0612578074341883,200-300,50-75,<3,3-5,1-3,2-3,0.003202802511259967
COC1=CC(=C(C=C1Cl)OC)Cl,4.370070838582089,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.41924615888952077
CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,4.691762249331711,6.208868659306983,400-500,50-75,5-7,3-5,<1,>=4,0.4146820806510455
O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,3.6202576470757406,1.0228141710742014,300-400,75-100,5-7,3-5,3-5,2-3,0.7099787186446325
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,2.6360026984648295,2.669932366488085,200-300,50-75,<3,3-5,1-3,1-2,0.0092742507968918
CCC1CC2C(CCC3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OCC23)NS1(=O)=O,0.8035273566161537,0.567181382230949,500-600,75-100,3-5,5-7,1-3,>=4,0.0646022189130114
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,4.334472542742909,2.630394674066566,300-400,<50,5-7,3-5,1-3,>=4,0.46578839264519545
CCS(=O)(=O)C1=CC2=C(C=C1)OC(=N2)C3=CC4=CC=CC=C4C=C3,2.9527822021342627,2.0630085059282193,300-400,50-75,3-5,3-5,<1,3-4,0.24320852197658788
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,3.846540298447425,4.101565892209391,300-400,100-150,3-5,7-10,1-3,2-3,0.06970805946446691
CC(=O)Nc1nc(C)c(-c2cc3c(c(S(C)(=O)=O)c2)C(=O)N(C(C)C2CC2)C3)s1,2.074427828938491,0.7019681610657231,400-500,75-100,5-7,5-7,1-3,3-4,0.3751447010842165
N#Cc1cccnc1N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,4.7562784859710465,5.966859049472992,400-500,100-150,3-5,5-7,1-3,2-3,0.33089707061278867
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,4.311794442278207,3.742838616914527,300-400,50-75,3-5,3-5,1-3,3-4,0.15551696565845322
CN(CCCC(=O)c1cccnc1)N=O,2.164711989976692,2.5294045518741006,200-300,50-75,5-7,3-5,<1,1-2,0.09968415489592629
CCCC1=CC(=C(C=C1)O)OC,5.207132843056581,4.152452765609863,<200,<50,3-5,1-3,1-3,2-3,0.2882836207540243
C1CN(CCN1CCC2=CC(=O)N(C3=C2C=CC(=C3)F)CC(=O)N)C4=NC=CC5=C4C=CS5,2.9423156064045166,2.942476950383015,400-500,75-100,5-7,7-10,1-3,2-3,4.410136050070264e-05
CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C,5.57997978036749,5.069070685216515,300-400,<50,7-10,3-5,1-3,3-4,0.13965061725907735
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,3.4772981837489354,4.847737547758402,300-400,50-75,7-10,7-10,<1,>=4,0.37459247626724074
CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl,4.228843169700616,3.7548198047292756,200-300,50-75,5-7,3-5,<1,2-3,0.1295683638082639
CC1=CC=C(C=C1)O,4.3484714947349845,4.624060024270084,<200,<50,<3,1-3,1-3,1-2,0.07532868102049596
CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)C[C@H](CO)O,2.4648706384908934,1.8001302529231387,500-600,100-150,5-7,7-10,3-5,0-1,0.18169847834504088
C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,3.667706124711719,2.021418839744629,200-300,50-75,<3,3-5,<1,0-1,0.4499920586919416
Cc1ccc(C(SCC(N)C(=O)O)(c2ccccc2)c2ccccc2)cc1C,3.5469755041061277,3.0492716186800624,300-400,50-75,7-10,3-5,1-3,>=4,0.13604113818222832
CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C,4.390315011241875,2.003051197665122,200-300,<50,<3,1-3,1-3,>=4,0.6525287341532576
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,3.342003171858099,4.431060923804295,300-400,50-75,5-7,7-10,<1,2-3,0.2976803285232706
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,2.432415297366917,2.3885175298036643,200-300,<50,<3,3-5,1-3,2-3,0.011998906252965048
CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,2.9161697136645737,2.232420674799882,300-400,<50,3-5,3-5,<1,3-4,0.18689425620723885
C1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)O)O)O,5.180488092635152,5.482381695498671,200-300,75-100,<3,3-5,3-5,2-3,0.08251884412822758
c1ccc2c(c1)-c1cccc3cccc-2c13,3.2865534676139183,3.0688542512034256,200-300,<50,<3,<1,<1,>=4,0.059505360615196914
CCNC(=NS(=O)(=O)c1cccc(Cl)c1)N1CC2(C=N1)CCNCC2,2.228643956159957,2.155580485727476,300-400,75-100,3-5,3-5,1-3,1-2,0.019970986701599355
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,1.963602568154052,4.3146133186036115,200-300,75-100,<3,3-5,1-3,2-3,0.6426194123359413
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,2.86075632666313,3.2749914729946883,500-600,75-100,>=10,7-10,1-3,>=4,0.11322600130755536
CCNc1nc(NC(C)CC)nc(OC)n1,3.8982923693477463,2.868709879930809,200-300,50-75,5-7,5-7,1-3,3-4,0.2814235086649311
