SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COc1cc(Cl)c(OC)cc1Cl,4.658876986033296,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.5191441605026674
CCCSP(=O)(OCC)SCCC,3.911535720928431,3.9945810393223526,200-300,<50,7-10,3-5,<1,3-4,0.023654258759503406
C1COCCN1C=O,2.070842678165887,0.7039836928957144,<200,<50,<3,1-3,<1,<0,0.3893300278766753
C1=CC2=C3C(=C1)C=CC3=CC=C2,4.369142058726165,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.25291976889323836
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,4.393227788617694,3.6123420602266383,300-400,<50,3-5,1-3,1-3,3-4,0.22242401423940222
CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,2.4401967710294827,3.2749914729946883,300-400,75-100,3-5,5-7,<1,0-1,0.23777920626038312
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,2.35120473040996,2.084755199163509,200-300,75-100,<3,3-5,1-3,2-3,0.07589429820180264
CC(C)(C)C1=NN=C(N(C1=O)N)SC,2.1986909739417944,1.3123162536103137,200-300,50-75,<3,5-7,1-3,1-2,0.2524710290488561
CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,3.7441596372762698,4.309154982576856,500-600,75-100,7-10,7-10,1-3,>=4,0.16093075870045942
CCCCOC1=CC=C(C=C1)N,3.8662844364780447,4.293989094995731,<200,<50,3-5,1-3,1-3,1-2,0.12182549071860611
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,3.3238931416152644,3.0612578074341883,200-300,50-75,<3,3-5,1-3,2-3,0.07480787929115253
COC1=CC(=C(C=C1Cl)OC)Cl,4.879193521473119,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.58189814157082
CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,4.569940430090177,6.208868659306983,400-500,50-75,5-7,3-5,<1,>=4,0.4668250200240854
O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,2.6821983993617624,1.0228141710742014,300-400,75-100,5-7,3-5,3-5,2-3,0.4726516157258271
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,2.7579860958094664,2.669932366488085,200-300,50-75,<3,3-5,1-3,1-2,0.025080832229787412
CCC1CC2C(CCC3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OCC23)NS1(=O)=O,1.056704523520776,0.567181382230949,500-600,75-100,3-5,5-7,1-3,>=4,0.1394335921250683
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,4.356128716349482,2.630394674066566,300-400,<50,5-7,3-5,1-3,>=4,0.4915504013436557
CCS(=O)(=O)C1=CC2=C(C=C1)OC(=N2)C3=CC4=CC=CC=C4C=C3,3.310086200230623,2.0630085059282193,300-400,50-75,3-5,3-5,<1,3-4,0.3552120582440084
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,3.299587826913482,4.101565892209391,300-400,100-150,3-5,7-10,1-3,2-3,0.2284318615767246
