SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CC(C)OC(=O)NC1=CC(=CC=C1)Cl,4.12306763434869,5.296865463046069,200-300,<50,<3,1-3,1-3,3-4,0.3390216152489218
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc2cccc(F)c2F)n1,3.1515102141323244,4.348069046945451,400-500,100-150,7-10,7-10,3-5,2-3,0.34559555174066947
Oc1ccccc1Cc1ccccc1O,4.959125192051815,5.363398162503038,200-300,<50,<3,1-3,1-3,3-4,0.11676395380280472
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.7547639883947967,3.6006000007279004,500-600,100-150,>=10,7-10,1-3,>=4,0.0445263424707873
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,3.160600485620838,2.655377710446548,500-600,100-150,7-10,7-10,1-3,>=4,0.14592073448475362
CC(CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,3.193929152293402,3.0612578074341887,400-500,100-150,7-10,7-10,3-5,2-3,0.03831873984750171
CCC(=O)Nc1ccc(Cl)c(Cl)c1,4.791969298720533,3.3928489637277615,200-300,<50,<3,1-3,1-3,3-4,0.40410028396734315
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,3.2489884531607123,4.683666307544404,300-400,<50,3-5,1-3,<1,>=4,0.4143701680678551
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NN2C3=CC=CC=C3)C)C(=O)N[C@@H](C)C(C)(C)C,2.540585250634443,2.933040419609829,400-500,75-100,5-7,5-7,1-3,>=4,0.11335068275469283
CCNc1ccccc1,3.346643566273961,4.033634082553319,<200,<50,<3,1-3,1-3,2-3,0.19841971828162633
CCN(CC)C(=S)SSC(=S)N(CC)CC,3.8588259307148727,4.296070764077701,200-300,<50,3-5,3-5,<1,3-4,0.12628703686597867
Nc1cc(Cl)cc(Cl)c1,3.697661945206376,5.393919458287381,<200,<50,<3,1-3,1-3,2-3,0.48992079206776373
CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,5.46233230427905,5.998935073111827,300-400,50-75,7-10,5-7,1-3,>=4,0.15498404664678697
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],2.9320254923189077,0.9383807215534246,200-300,75-100,3-5,5-7,<1,<0,0.5758135292919625
CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl,3.3511236948280687,2.6905119681290026,200-300,<50,<3,1-3,1-3,3-4,0.1908008765755154
COC1=C(C=C(C=C1)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O)OC,3.70778364139206,2.858547243087515,300-400,50-75,7-10,5-7,1-3,3-4,0.2452803101543395
C(CCl)Cl,5.712796232377688,4.012689035209935,<200,<50,<3,<1,<1,1-2,0.4910326752944822
CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)C[C@H](CO)O,2.386945059290638,1.8001302529231387,500-600,100-150,5-7,7-10,3-5,0-1,0.16948651517567512
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,4.260435750683139,4.565980400356549,200-300,<50,<3,1-3,1-3,2-3,0.08824879219439369
CCNC(=O)OC1CCN(CC1)C2=NN=CC3=CC(=C(C=C32)OC)OC,3.590022647840471,5.107673985224389,300-400,75-100,5-7,7-10,1-3,1-2,0.4383349459383193
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,3.5144500427035075,2.824560326210862,300-400,50-75,<3,5-7,<1,1-2,0.1992570784429835
CC(C)O,4.582817908558501,1.3360054569004634,<200,<50,<3,1-3,1-3,0-1,0.9377591054099699
C1=Cc2cccc3cccc1c23,3.47047996312192,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.0030938712449245626
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,2.855521997850928,1.9853886174483968,300-400,100-150,<3,5-7,3-5,1-2,0.25131587134850975
