SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,3.680618095069195,3.5745569271098394,400-500,75-100,7-10,5-7,1-3,3-4,0.028816129673427844
CCOC(=O)c1ccc(O)cc1,3.680618095069195,4.987951497816011,<200,<50,<3,3-5,1-3,2-3,0.35519398461077223
CN1CN(C(=S)SC1)C,3.6806177259843773,3.4843186073711023,<200,<50,<3,3-5,<1,0-1,0.05333319409519811
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,3.680618095069195,2.655377710446548,500-600,100-150,7-10,7-10,1-3,>=4,0.2785511458919889
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,3.6806173568995595,1.9378037810571844,300-400,50-75,<3,3-5,1-3,2-3,0.47351111593764333
CCNc1nc(Cl)nc(NC(C)C)n1,3.680618095069195,2.821233560373706,200-300,50-75,3-5,5-7,1-3,2-3,0.2334891899419179
COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,3.680618095069195,6.089416461728909,300-400,75-100,>=10,5-7,1-3,2-3,0.6544548530467565
CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3,3.6806177259843773,2.5518637282315644,500-600,50-75,3-5,5-7,<1,>=4,0.30667512148376236
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,3.680618095069195,2.8349230581323863,200-300,<50,<3,3-5,<1,1-2,0.22976984241663512
CCCN(CCC)C(=O)SCCC,3.6806173568995595,4.172260856834855,200-300,<50,5-7,1-3,<1,3-4,0.13357634202805033
CCC(=O)C,3.680618095069195,4.870630406879055,<200,<50,<3,1-3,<1,0-1,0.323318607081808
C1[C@H]([C@H](CN1C(=O)[C@@H]([C@H](CC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl)O)O)O,3.680618095069195,1.84333733145567,400-500,100-150,5-7,5-7,5-7,0-1,0.4991772365836153
CNS(=O)(=O)c1cc(-c2sc(NC(C)=O)nc2C)cc2c1C(=O)N(C(C)C1CC1)C2,3.680618095069195,0.8207265198063667,400-500,100-150,5-7,5-7,1-3,2-3,0.777013944597505
CCc1ccc(O)c(C(C)(C)C)c1,3.6806173568995595,5.562674259796112,<200,<50,<3,1-3,1-3,3-4,0.5113426224706502
CCOC1=CC2=CC=CC=C2OC1=O,3.680618095069195,4.206955728268953,<200,<50,<3,3-5,<1,1-2,0.14300251243793174
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,3.680618833238831,4.431060923804295,300-400,50-75,5-7,7-10,<1,2-3,0.2038902362683735
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,3.680618095069195,4.364386330371385,300-400,50-75,7-10,5-7,<1,3-4,0.18577538333907026
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,3.680618095069195,4.683666307544404,300-400,<50,3-5,1-3,<1,>=4,0.27252167702379126
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,3.680618095069195,3.249656482282344,200-300,<50,<3,1-3,1-3,3-4,0.11708946787286477
CC(C)(C)C1=NN=C(N(C1=O)N)SC,3.680618095069195,1.312316253610314,200-300,50-75,<3,5-7,1-3,1-2,0.6434522104777285
CCOC1=NC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)NC,3.680618464154013,1.3205016404694867,400-500,>=150,7-10,>=10,3-5,1-2,0.6412283943713897
