SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,3.825874197170197,4.4237667316091045,400-500,100-150,7-10,7-10,<1,2-3,0.19112422964679293
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(Cl)cc1)C(=O)O,4.001469763474504,4.086293909171261,300-400,50-75,3-5,1-3,1-3,>=4,0.027115156266258007
O=[N+]([O-])c1ccccc1,3.933860184270395,3.081076705295394,<200,<50,<3,1-3,<1,1-2,0.2726034798671049
Oc1ccccc1O,4.1446197918825005,4.687891364891228,<200,<50,<3,1-3,1-3,0-1,0.17366391934921205
Clc1ccc(Cl)cc1,3.746181825914453,5.804408801706431,<200,<50,<3,<1,<1,3-4,0.6579393829622824
C1=CC=C2C(=C1)N=C(S2)SCSC#N,3.085315928641387,4.334820764847144,200-300,<50,3-5,5-7,<1,3-4,0.39942069101745764
CCCSC(=O)N(CCC)CCC,3.8650211454961374,4.172260856834855,200-300,<50,5-7,1-3,<1,3-4,0.09821322355466798
CNC(=O)Oc1ccccc1OC(C)C,3.2944399414019063,2.9206382762063954,200-300,<50,3-5,3-5,1-3,1-2,0.11949062947946944
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,3.608427085428704,3.7440432160689308,300-400,50-75,5-7,3-5,1-3,3-4,0.04335148375889384
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,3.592814589118109,4.964426385618068,300-400,75-100,7-10,7-10,<1,1-2,0.4384537904065341
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1.6636887611617213,1.474454769386837,200-300,75-100,5-7,3-5,1-3,2-3,0.06049113982482388
CCCCCCCCn1sccc1=O,3.3389786119320837,3.507462368162881,200-300,<50,7-10,3-5,<1,2-3,0.05385805351764179
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,2.72400778432053,1.4991894926346008,400-500,75-100,<3,5-7,1-3,>=4,0.39152931166042787
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,2.664709537227958,3.6137144581226854,200-300,50-75,5-7,5-7,<1,2-3,0.3033619321024547
C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],2.6027091890267484,1.0436381581317689,300-400,100-150,5-7,5-7,3-5,1-2,0.49837760564123806
CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,3.207732019959775,4.364386330371385,300-400,50-75,7-10,5-7,<1,3-4,0.3697397965547765
CC(C)(c1ccccc1)c1ccc(O)cc1,4.652727833567281,4.251418963806454,200-300,<50,<3,1-3,1-3,3-4,0.12828367000006458
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,3.5810566339772647,1.9378037810571842,500-600,100-150,>=10,>=10,1-3,3-4,0.5252874346791767
