SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,3.696568782083006,4.4237667316091045,400-500,100-150,7-10,7-10,<1,2-3,0.19672239473585196
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(Cl)cc1)C(=O)O,3.6965694952266084,4.086293909171261,300-400,50-75,3-5,1-3,1-3,>=4,0.10542868011135262
O=[N+]([O-])c1ccccc1,3.696568425511205,3.081076705295394,<200,<50,<3,1-3,<1,1-2,0.16650350185922497
Oc1ccccc1O,3.6965691386548074,4.687891364891228,<200,<50,<3,1-3,1-3,0-1,0.268173586610348
Clc1ccc(Cl)cc1,3.6965694952266084,5.804408801706431,<200,<50,<3,<1,<1,3-4,0.5702150237900062
C1=CC=C2C(=C1)N=C(S2)SCSC#N,3.6965694952266084,4.334820764847144,200-300,<50,3-5,5-7,<1,3-4,0.1726604403722175
CCCSC(=O)N(CCC)CCC,3.6965694952266084,4.172260856834855,200-300,<50,5-7,1-3,<1,3-4,0.12868455400859727
CNC(=O)Oc1ccccc1OC(C)C,3.696568782083006,2.9206382762063954,200-300,<50,3-5,3-5,1-3,1-2,0.20990557985500707
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,3.6965694952266084,3.7440432160689308,300-400,50-75,5-7,3-5,1-3,3-4,0.012842643543218365
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,3.6965691386548074,4.964426385618068,300-400,75-100,7-10,7-10,<1,1-2,0.34298214670208677
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,3.6965698517984094,1.474454769386837,200-300,75-100,5-7,3-5,1-3,2-3,0.6011290332646502
CCCCCCCCn1sccc1=O,3.6965694952266084,3.507462368162881,200-300,<50,7-10,3-5,<1,2-3,0.05115746946458953
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,3.696568782083006,1.4991894926346008,400-500,75-100,<3,5-7,1-3,>=4,0.5944374791553798
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,3.6965691386548074,3.6137144581226854,200-300,50-75,5-7,5-7,<1,2-3,0.02241393994575343
C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],3.6965691386548074,1.0436381581317689,300-400,100-150,5-7,5-7,3-5,1-2,0.7176738271849235
CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,3.6965694952266084,4.364386330371385,300-400,50-75,7-10,5-7,<1,3-4,0.1806585499040701
CC(C)(c1ccccc1)c1ccc(O)cc1,3.6965691386548074,4.251418963806454,200-300,<50,<3,1-3,1-3,3-4,0.1500985892407049
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,3.6965694952266084,1.9378037810571842,500-600,100-150,>=10,>=10,1-3,3-4,0.47578324897119745
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,3.6965694952266084,2.7234519298767377,300-400,<50,<3,1-3,<1,3-4,0.26324884158419654
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,3.6965691386548074,1.9378037810571842,300-400,50-75,<3,3-5,1-3,2-3,0.47578315251099895
C(C(F)(F)F)F,3.6965691386548074,0.22870748389392712,<200,<50,<3,<1,<1,0-1,0.9381297757808251
C(CCl)OP(=O)(OCCCl)OCCCl,3.696568782083006,1.8229951818212897,200-300,<50,7-10,3-5,<1,1-2,0.506841205475826
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,3.6965691386548074,1.3279465048795942,300-400,75-100,<3,3-5,<1,2-3,0.6407624183284056
