SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,3.5933897394332623,4.4237667316091045,400-500,100-150,7-10,7-10,<1,2-3,0.25286969891180894
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(Cl)cc1)C(=O)O,3.0502210622629993,4.086293909171261,300-400,50-75,3-5,1-3,1-3,>=4,0.31550901737040565
O=[N+]([O-])c1ccccc1,4.276810229412287,3.081076705295394,<200,<50,<3,1-3,<1,1-2,0.3641295207733376
Oc1ccccc1O,4.23113694741105,4.687891364891228,<200,<50,<3,1-3,1-3,0-1,0.1390926688879078
Clc1ccc(Cl)cc1,3.7665823683700443,5.804408801706431,<200,<50,<3,<1,<1,3-4,0.6205669972647504
C1=CC=C2C(=C1)N=C(S2)SCSC#N,3.159395859748021,4.334820764847144,200-300,<50,3-5,5-7,<1,3-4,0.357945059468742
CCCSC(=O)N(CCC)CCC,3.7899599287929115,4.172260856834855,200-300,<50,5-7,1-3,<1,3-4,0.11641979664484721
CNC(=O)Oc1ccccc1OC(C)C,3.3758267418564163,2.9206382762063954,200-300,<50,3-5,3-5,1-3,1-2,0.13861579901851928
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,3.5098585161670153,3.7440432160689308,300-400,50-75,5-7,3-5,1-3,3-4,0.07131485471289352
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,3.100273759125186,4.964426385618068,300-400,75-100,7-10,7-10,<1,1-2,0.5676791599821819
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1.6606625362858958,1.474454769386837,200-300,75-100,5-7,3-5,1-3,2-3,0.05670472856843582
CCCCCCCCn1sccc1=O,3.7595921347815344,3.507462368162881,200-300,<50,7-10,3-5,<1,2-3,0.07677955768560418
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,1.8979917350841997,1.4991894926346008,400-500,75-100,<3,5-7,1-3,>=4,0.12144484243155572
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,3.2158928787712537,3.6137144581226854,200-300,50-75,5-7,5-7,<1,2-3,0.12114620701089251
C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],2.2373065307140094,1.0436381581317689,300-400,100-150,5-7,5-7,3-5,1-2,0.36350063262771787
CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,3.807701515327797,4.364386330371385,300-400,50-75,7-10,5-7,<1,3-4,0.1695238703567532
CC(C)(c1ccccc1)c1ccc(O)cc1,5.170441206429743,4.251418963806454,200-300,<50,<3,1-3,1-3,3-4,0.2798643025699278
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,2.7564802433878235,1.9378037810571842,500-600,100-150,>=10,>=10,1-3,3-4,0.249306607102976
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,3.073344386991691,2.7234519298767377,300-400,<50,<3,1-3,<1,3-4,0.10655064039085904
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,3.412562195091605,1.9378037810571842,300-400,50-75,<3,3-5,1-3,2-3,0.44909928820085887
C(C(F)(F)F)F,3.0017581407759586,0.22870748389392712,<200,<50,<3,<1,<1,0-1,0.8444603972414274
C(CCl)OP(=O)(OCCCl)OCCCl,4.809074227761706,1.8229951818212897,200-300,<50,7-10,3-5,<1,1-2,0.9093326481689366
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.043089180383833,1.3279465048795942,300-400,75-100,<3,3-5,<1,2-3,0.2177780872274551
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,4.10286808654962,2.7890647440831073,300-400,50-75,5-7,3-5,1-3,>=4,0.40008461068786877
Cc1cn2c(-c3cn[nH]c3)cnc2c(=Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)[nH]1,3.4353221731549892,3.4347204839571255,400-500,100-150,5-7,7-10,3-5,>=4,0.00018322878371619536
Nc1nc2nc[nH]c2c(=S)[nH]1,2.7080877448314977,1.9465596523680775,<200,75-100,<3,3-5,3-5,<0,0.23190355858671344
COP(=O)(OC)OC(C)=CC(=O)N(C)C,4.605968077288132,1.758046537693511,200-300,50-75,5-7,5-7,<1,0-1,0.8672603757417766
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,3.9320523652388837,3.080141802002717,300-400,50-75,5-7,5-7,<1,>=4,0.2594271874764334
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,3.994333335447549,3.71843680004374,200-300,<50,3-5,3-5,1-3,3-4,0.084017108488958
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,1.7313546787104026,1.0436381581317689,200-300,50-75,<3,3-5,1-3,<0,0.20942616562594984
CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C,3.0770630743052276,3.2600629802291206,200-300,<50,3-5,1-3,<1,3-4,0.055727858006529234
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],3.5835562023028844,5.084785784393688,300-400,<50,>=10,<1,<1,3-4,0.4571603934088942
CCC(C)c1ccc(O)cc1,4.4680304154684265,3.900315317126523,<200,<50,<3,1-3,1-3,3-4,0.1728828560257184
CC1=CC(=NC(=N1)NC2=CC=CC=C2)C,4.06043461593306,4.724457218962176,<200,<50,<3,3-5,1-3,2-3,0.20221079977014939
Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,3.7961350392441364,3.3668578030321905,300-400,75-100,7-10,7-10,1-3,1-2,0.13072520854193087
CN(C)C(=O)Nc1ccc(Cl)cc1,2.8805706175982158,2.180610638099671,<200,<50,<3,1-3,1-3,1-2,0.21315459235247142
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,4.135591393878977,4.367618078184806,400-500,50-75,5-7,5-7,<1,>=4,0.070657687234542
CC1(C)CON(Cc2ccccc2Cl)C1=O,3.5093422001990415,2.166717648208842,200-300,<50,<3,1-3,<1,2-3,0.4088613598550538
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,5.0274637587734725,4.402494604306242,200-300,50-75,3-5,3-5,1-3,0-1,0.19031808854095802
CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,4.201530077623193,2.7685205208186097,300-400,50-75,3-5,3-5,1-3,>=4,0.4363857604211953
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.871484276677016,3.4630211273793248,200-300,<50,<3,1-3,1-3,2-3,0.1801371506457356
C1[C@@H]([C@H](C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,4.7332649234198,5.871153098958999,200-300,50-75,3-5,3-5,1-3,2-3,0.3465142255326036
FC(F)(Cl)Cl,2.5005932652019456,0.4960254312430792,<200,<50,<3,<1,<1,2-3,0.6104389565193236
CN1CCN(c2ccc3nc(Nc4ccc(Br)cn4)[nH]c3c2)CC1,2.7443482444276386,3.5795362960314794,300-400,50-75,3-5,5-7,1-3,3-4,0.25433478183254
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=C(C=C2Cl)O)Cl,1.8247381591265845,0.016652946765891796,300-400,50-75,3-5,3-5,3-5,3-4,0.5506052883986011
CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,2.3099892352180844,1.9432851782606186,200-300,75-100,3-5,3-5,1-3,1-2,0.11167017553026913
C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,3.5225981134762523,3.8604004147232507,200-300,<50,<3,<1,<1,>=4,0.10286889811845362
CC(=O)N1CCN(C2CCC(N=c3nc[nH]n4ccc(C5CCOCC5)c34)CC2)CC1,2.136601918077909,1.3994968237976466,400-500,75-100,3-5,5-7,1-3,2-3,0.22446617020132933
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,1.991882795459229,2.9531536328672403,200-300,50-75,3-5,3-5,1-3,3-4,0.29273001241415897
C1COCCN1C=O,1.2276934439569789,0.7039836928957144,<200,<50,<3,1-3,<1,<0,0.1594821729357317
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,3.646134553393656,3.6123420602266383,300-400,<50,3-5,1-3,1-3,3-4,0.010290624202186061
CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,2.47663894989082,2.600247446345537,300-400,75-100,3-5,3-5,1-3,1-2,0.037641750164034704
CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C,2.5022887641161145,2.6766060413572883,200-300,<50,<3,1-3,<1,3-4,0.05308378944315402
CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],4.142951035853414,4.490147048307164,<200,75-100,<3,3-5,<1,2-3,0.10572950835560821
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,3.4102366338049155,2.7638794249233287,300-400,75-100,<3,5-7,3-5,1-2,0.19683126379873592
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,1.6110295244335884,1.0436381581317689,200-300,75-100,3-5,3-5,1-3,2-3,0.17278427185939932
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC,4.054079080150485,4.4237667316091045,400-500,100-150,7-10,7-10,<1,2-3,0.11257875157499397
CC1=CC(=C(C=C1)C(C)(C)C)O,3.9655501465202025,4.528232984567794,<200,<50,<3,1-3,1-3,3-4,0.171350412138835
CCOC1=CC=C(C=C1)N,4.227775901614004,3.5866069434349686,<200,<50,<3,1-3,1-3,1-2,0.19525131709333002
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,4.602159890452523,4.243413982861241,200-300,<50,<3,1-3,1-3,>=4,0.10924672828512201
CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(C=CC=C3F)F,2.855637512693107,3.002493380670819,300-400,75-100,3-5,5-7,1-3,1-2,0.04472113205069707
C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,2.9763983977108492,3.100510435676909,300-400,50-75,<3,3-5,<1,2-3,0.03779509062452755
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,0.8996765367016611,2.232420674799882,200-300,50-75,<3,3-5,1-3,2-3,0.4058525369835987
COc1cc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(O)=NC3(C#N)CC3)[C@H](C)C2)ccc1C1CC1,2.833868804236744,4.168330503120788,400-500,75-100,5-7,5-7,1-3,3-4,0.40637557541417435
CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C,2.9741015404541473,1.5093646169833679,400-500,100-150,5-7,7-10,1-3,>=4,0.446047504101163
COC(=O)C1=CC=C(C=C1)O,4.6198536963660635,5.614995886547655,<200,<50,<3,3-5,1-3,1-2,0.3030446512568706
c1ccc2cc3c(ccc4ccccc43)cc2c1,2.7606911780727605,3.8604004147232507,200-300,<50,<3,<1,<1,>=4,0.3348878234615842
CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC,2.422919981769857,2.669932366488085,200-300,50-75,<3,3-5,1-3,1-2,0.07522119222922692
CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,3.2391641807973968,4.847737547758402,200-300,75-100,3-5,5-7,3-5,1-2,0.4898491490174236
CCN1CCC2(CC1)COC3=C2C=C4C(=C3)CCN4C(=O)C5=CC=C(C=C5)C6=C(C=C(C=C6)C7=NN=C(O7)C)C.Cl,3.6971892170168976,2.5518637282315644,500-600,50-75,3-5,5-7,<1,>=4,0.34877906569434136
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,2.4363664826747486,3.6677707242370072,300-400,75-100,<3,3-5,1-3,2-3,0.37499210929080434
CCCCCCCCN(C)C,4.715383560738888,4.5043184018182485,<200,<50,7-10,1-3,<1,2-3,0.06427440029038418
CC(C)C1CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl,2.078711059884227,5.552859967556872,300-400,50-75,5-7,3-5,1-3,>=4,1.0579616204875981
CC(C)CN1C(C)Cc2cc(O)ccc2C1(C)c1ccc(C=CC(=O)O)cc1,4.535794746834207,3.845827645824779,300-400,50-75,5-7,3-5,1-3,>=4,0.21011152131532243
C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,3.4357500593162937,3.0949963717650415,<200,<50,3-5,1-3,<1,3-4,0.1037676659951665
CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O,4.826169706193022,4.251418963806454,200-300,<50,<3,1-3,1-3,3-4,0.17502537828727954
CC1=C(N=CN1)CSCCNC(=NC)NC#N,2.301756883760488,2.6994482165547997,200-300,75-100,5-7,3-5,3-5,0-1,0.12110654381213633
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,1.962680456379705,4.985693299246046,200-300,50-75,3-5,3-5,1-3,0-1,0.9205798746652492
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.352648861642158,3.6006000007279,500-600,75-100,>=10,7-10,1-3,>=4,0.0755070654368207
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,2.8375136811874557,3.3668578030321905,400-500,75-100,5-7,7-10,1-3,2-3,0.1611979738996292
CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,4.391894491356724,4.374050408992255,300-400,50-75,3-5,3-5,3-5,3-4,0.005433950816769901
C[C@@H](Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,2.6640520188267534,3.4509902175913854,400-500,75-100,5-7,5-7,1-3,>=4,0.23964154505580842
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,3.8464551649571384,2.8439957281910964,200-300,50-75,<3,5-7,<1,1-2,0.3052729282420325
C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,3.5119095171668677,1.6914016046041185,200-300,75-100,3-5,3-5,1-3,0-1,0.5543882983920916
C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5CC4=C3C)C)O)C)NC1,2.595493423774051,4.32813021826007,400-500,<50,<3,3-5,1-3,>=4,0.5276294365974221
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.765056954204994,2.630394674066566,300-400,<50,5-7,3-5,1-3,>=4,0.3455318630558009
CCC(C)=O,3.4552488316869363,4.870630406879055,<200,<50,<3,1-3,<1,0-1,0.431017617463517
C(CCC(=O)NN)CC(=O)NN,1.500130791433261,0.928677592965336,<200,100-150,5-7,3-5,3-5,<0,0.17402119711931288
CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,3.9736029640759516,5.210424947008923,400-500,50-75,7-10,5-7,<1,3-4,0.3766419414057385
O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,4.393285121380964,1.0228141710742014,300-400,75-100,5-7,3-5,3-5,2-3,1.026389197226923
COc1ccc2c(c1)CC(C)N(CC(C)C)C2c1ccc(C=CC(=O)O)cc1,4.028130637041781,4.966201228338529,300-400,<50,5-7,3-5,1-3,>=4,0.28566498134500257
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,2.3860326289474045,1.951993394257078,200-300,<50,<3,1-3,1-3,2-3,0.1321753512274734
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,4.5892370152375275,4.120746704603301,300-400,50-75,5-7,5-7,<1,2-3,0.14266652967197097
COC1=C(C=CC(=C1)CC=C)O,4.215314430309615,5.578179492765007,<200,<50,3-5,1-3,1-3,2-3,0.41502508047277376
COC1=CC=CC(=C1OC)[C@@H](C2CCN(CC2)CCC3=CC=C(C=C3)F)O,3.6468334341237867,2.7014991363254537,300-400,<50,7-10,3-5,1-3,3-4,0.2878769540915338
O=c1[nH]c2ccc(S(=O)CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1,3.913777347289572,2.6748541246582795,400-500,50-75,5-7,3-5,1-3,>=4,0.37728181926225735
CN(C)C(=O)NC1=CC=CC=C1,2.353332677071018,2.122623988140148,<200,<50,<3,1-3,1-3,0-1,0.07025632604947378
O=C(c1ccc(O)cc1O)c1ccc(O)cc1O,4.089689905925046,3.909029730045853,200-300,75-100,<3,5-7,3-5,2-3,0.05501535412273559
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,3.5480666109406935,3.754819804729276,200-300,50-75,5-7,3-5,<1,2-3,0.0629613035464529
CC(C)OC(=O)NC1=CC(=CC=C1)Cl,3.689535759878366,5.296865463046069,200-300,<50,<3,1-3,1-3,3-4,0.4894704235807571
C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4,3.0315573810505025,2.6748541246582795,400-500,50-75,5-7,3-5,1-3,>=4,0.10862469203104128
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,3.898174478417606,3.0199046532857357,300-400,50-75,5-7,5-7,<1,2-3,0.2674542145760626
CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,3.652052219004496,4.065997881231354,200-300,50-75,<3,5-7,<1,1-2,0.1260563767534986
Nc1cc(Cl)cc(Cl)c1,2.9084163792605042,5.393919458287381,<200,<50,<3,1-3,1-3,2-3,0.7568952670413179
COC(=O)C=C(C)OP(=O)(OC)OC,1.54172765546152,2.5617295641011073,200-300,50-75,5-7,5-7,<1,0-1,0.31061503143447367
C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,4.08493823010376,3.8409224786811804,300-400,50-75,<3,5-7,1-3,1-2,0.07430864555902819
COc1nn(CSP(=S)(OC)OC)c(=O)s1,2.6374936596522898,2.396424482625675,300-400,50-75,5-7,7-10,<1,2-3,0.07341134302373448
C1=CC=C(C=C1)OCCO,4.400584859292817,3.8398291663062114,<200,<50,3-5,1-3,1-3,1-2,0.17076355027257095
CN1CCN(c2cc(Cl)c3[nH]c(Nc4ccc(Br)cn4)nc3c2)CC1,2.8913471088565683,3.1738240641526567,400-500,50-75,3-5,5-7,1-3,3-4,0.08602100408403449
CCOC1=CC=CC=C1C(=O)N,4.676975785756602,1.4603785829915767,<200,50-75,3-5,1-3,1-3,1-2,0.9795309526248481
COC(=O)c1ccccc1C(=O)OC,5.022251392185183,4.054149419800121,<200,50-75,<3,3-5,<1,1-2,0.2948102567623875
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,3.410291545862283,3.8260609395371987,200-300,50-75,3-5,5-7,<1,2-3,0.12661174669571967
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,3.160517634634241,3.3580417635815003,400-500,50-75,3-5,5-7,<1,3-4,0.060150832074275115
CC1=CC2=C(C=C1)N=CC=C2,4.206184765914583,5.834624169952441,<200,<50,<3,1-3,<1,2-3,0.4958988335119706
CCN(CC)C(=O)C1=CC=CC(=C1)C,2.9253396335118955,2.3665647486203745,<200,<50,3-5,1-3,<1,2-3,0.1701603467260787
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,5.233677789065321,2.5134599304809226,400-500,50-75,<3,3-5,<1,3-4,0.8283715437157727
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,2.661710590094916,2.655377710446548,500-600,75-100,7-10,7-10,1-3,>=4,0.0019285136570696393
Cc1c(O)ccc2c1CCN(CC(C)C)C2c1ccc(C=CC(=O)O)cc1,3.30984526949607,3.1738240641526567,300-400,50-75,5-7,3-5,1-3,>=4,0.04142171756310727
B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,3.0877338420245577,3.0196562688825606,300-400,100-150,7-10,5-7,3-5,1-2,0.020731252895092304
C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)O)O)O,4.516194708072057,4.001584511406435,200-300,75-100,<3,3-5,3-5,2-3,0.15671114049873164
CCOCN(C(=O)CCl)c1c(C)cccc1CC,4.370677756048444,5.377718266768763,200-300,<50,5-7,1-3,<1,3-4,0.3066679750730814
CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,4.726065025612251,4.896058916611654,200-300,<50,5-7,1-3,1-3,>=4,0.05176721469754192
CC1=CC(=C(C=C1)C)C,4.192978059545922,3.207324403353169,<200,<50,<3,<1,<1,3-4,0.3001551652095934
Nc1nc(N)nc(-c2ccccc2)n1,4.274240773013654,1.3868626995849844,<200,75-100,<3,5-7,1-3,1-2,0.8792758360986149
CC(C)C1=C(C(=CC=C1)C(C)C)O,4.113613734347178,5.610350895842208,<200,<50,<3,1-3,1-3,3-4,0.455792343650601
CC1Cc2cc(O)ccc2C(c2c(F)cc(C=CC(=O)O)cc2F)N1CC(C)(C)F,3.6382635874564615,5.295590652439659,400-500,50-75,5-7,3-5,1-3,>=4,0.504695818729942
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,3.676381112992664,3.6540342763286606,300-400,75-100,5-7,5-7,1-3,3-4,0.006805147435565294
O=NN(c1ccccc1)c1ccccc1,3.344884867245289,3.0949963717650415,<200,<50,3-5,1-3,<1,3-4,0.07609703689891498
CCCCOCCO,1.9804905047003993,2.479722041235527,<200,<50,5-7,1-3,1-3,0-1,0.15202796985033107
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,2.184284125606469,2.364414485253622,300-400,<50,3-5,3-5,1-3,3-4,0.05485401237996466
Fc1ccc(CN2CCN(C3=Nn4c(nnc4C(F)(F)F)CC3)CC2)cc1,3.775508786838457,2.343142412490957,300-400,<50,<3,5-7,<1,2-3,0.43618989594542046
Cc1nn(C)c2cc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)C(C)C3)ccc12,4.324556619865043,2.988368376495352,400-500,75-100,3-5,5-7,1-3,2-3,0.4069013495966929
O=C(Nc1ccccc1)c1ccccc1I,3.754543078078142,4.0154460053139305,300-400,<50,<3,1-3,1-3,2-3,0.07945119539313118
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,4.052440276152689,3.57455692710984,400-500,75-100,7-10,5-7,1-3,3-4,0.14552693502596759
CC1=NC=CN1C2=CC=C(C=C2)SC3=CC=CC(=C3)C4(CCOCC4)C(=O)N.CS(=O)(=O)O,3.5003394753651964,2.0916908367992866,400-500,100-150,5-7,7-10,1-3,3-4,0.4289672768670121
C1=CC=C(C=C1)C2=NC(=NC(=N2)N)N,2.3366666893741113,1.3868626995849844,<200,75-100,<3,5-7,1-3,1-2,0.28923808244478805
C[C@H](CO)CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(/C=C/C(=O)O)cc1,4.213975146624732,4.206955728268953,400-500,75-100,5-7,3-5,3-5,>=4,0.002137581150352957
C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6,2.725690090078059,2.273329614345249,500-600,100-150,3-5,7-10,1-3,3-4,0.13775460829957015
COC[C@H](C)CN1[C@H](c2c(F)cc(/C=C/C(=O)O)cc2F)c2ccc(O)cc2C[C@H]1C,5.609297655766408,4.749214251321958,400-500,50-75,7-10,3-5,1-3,>=4,0.26191601353383326
CS(=O)(=O)C1=C(C=C(C=C1)[C@@H](C[C@H]2CCC(=O)C2)C(=O)NC3=NC=CN=C3)Cl,2.5929416176795717,2.828928766584521,400-500,100-150,5-7,5-7,1-3,1-2,0.07186374364044773
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,3.2007991944312404,1.3279465048795942,300-400,75-100,<3,3-5,<1,2-3,0.5703285377309787
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C,4.350169885480725,4.847737547758402,300-400,50-75,7-10,7-10,<1,>=4,0.15152128025455314
ClC(Cl)(Cl)Cl,4.492456296986489,2.475878375626544,<200,<50,<3,<1,<1,2-3,0.6140963160242606
CC1=C(C(=CC=C1)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C,2.5366080868271377,3.6327328488112802,400-500,>=150,7-10,>=10,1-3,3-4,0.33379626500298426
C[C@H]1Cn2c(nnc2C(C)(F)F)CN1C(=O)c1cccc(C(F)(F)c2nnc(O)c3ccccc23)c1,2.202762389482401,1.3994968237976466,500-600,75-100,3-5,7-10,1-3,3-4,0.24461361966290407
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,4.533367919156009,5.998935073111827,300-400,50-75,7-10,5-7,1-3,>=4,0.4463003291851396
