SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,3.7306395742486718,4.4237667316091045,400-500,100-150,7-10,7-10,<1,2-3,0.2146307129718676
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(Cl)cc1)C(=O)O,2.7666780186130113,4.086293909171261,300-400,50-75,3-5,1-3,1-3,>=4,0.40862646403600783
O=[N+]([O-])c1ccccc1,4.264721732211835,3.081076705295394,<200,<50,<3,1-3,<1,1-2,0.3665223232633698
Oc1ccccc1O,4.4443711633227005,4.687891364891228,<200,<50,<3,1-3,1-3,0-1,0.07540739665251155
Clc1ccc(Cl)cc1,4.026646585205657,5.804408801706431,<200,<50,<3,<1,<1,3-4,0.5504940442314723
C1=CC=C2C(=C1)N=C(S2)SCSC#N,2.941724820915446,4.334820764847144,200-300,<50,3-5,5-7,<1,3-4,0.4313799748128955
CCCSC(=O)N(CCC)CCC,3.991298909420298,4.172260856834855,200-300,<50,5-7,1-3,<1,3-4,0.056035882279197445
CNC(=O)Oc1ccccc1OC(C)C,3.646785653502441,2.9206382762063954,200-300,<50,3-5,3-5,1-3,1-2,0.2248556093303623
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,3.846092888007234,3.7440432160689308,300-400,50-75,5-7,3-5,1-3,3-4,0.031600253451436265
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,3.9119987671457497,4.964426385618068,300-400,75-100,7-10,7-10,<1,1-2,0.32589011656130623
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1.605688791996907,1.474454769386837,200-300,75-100,5-7,3-5,1-3,2-3,0.04063735137176058
CCCCCCCCn1sccc1=O,4.042352859899937,3.507462368162881,200-300,<50,7-10,3-5,<1,2-3,0.16563184169639758
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,2.7905426561161635,1.4991894926346008,400-500,75-100,<3,5-7,1-3,>=4,0.3998747520325431
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,2.9476284019401433,3.6137144581226854,200-300,50-75,5-7,5-7,<1,2-3,0.20625728428173043
C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],2.996325056242796,1.0436381581317689,300-400,100-150,5-7,5-7,3-5,1-2,0.6046604532831122
CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,2.8929591699692825,4.364386330371385,300-400,50-75,7-10,5-7,<1,3-4,0.4556356754595432
CC(C)(c1ccccc1)c1ccc(O)cc1,4.292841697589159,4.251418963806454,200-300,<50,<3,1-3,1-3,3-4,0.012826781912402514
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,3.577695588180218,1.9378037810571842,500-600,100-150,>=10,>=10,1-3,3-4,0.5078016984645616
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,3.8268387238921373,2.7234519298767377,300-400,<50,<3,1-3,<1,3-4,0.34166991116771295
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,2.778840147890388,1.9378037810571842,300-400,50-75,<3,3-5,1-3,2-3,0.2604316295095211
C(C(F)(F)F)F,2.67699807120882,0.22870748389392712,<200,<50,<3,<1,<1,0-1,0.7581269161618698
C(CCl)OP(=O)(OCCCl)OCCCl,3.6717941733434802,1.8229951818212897,200-300,<50,7-10,3-5,<1,1-2,0.572490980158974
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.234240369796462,1.3279465048795942,300-400,75-100,<3,3-5,<1,2-3,0.28063897990940406
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,3.861150915167139,2.7890647440831073,300-400,50-75,5-7,3-5,1-3,>=4,0.33197749766914664
Cc1cn2c(-c3cn[nH]c3)cnc2c(=Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)[nH]1,3.167430492141915,3.4347204839571255,400-500,100-150,5-7,7-10,3-5,>=4,0.08276784555955727
Nc1nc2nc[nH]c2c(=S)[nH]1,2.5042645284659373,1.9465596523680775,<200,75-100,<3,3-5,3-5,<0,0.17269644381070653
COP(=O)(OC)OC(C)=CC(=O)N(C)C,3.196850874877804,1.758046537693511,200-300,50-75,5-7,5-7,<1,0-1,0.44553383522425627
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,2.7720469202219786,3.080141802002717,300-400,50-75,5-7,5-7,<1,>=4,0.0954033086676427
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,3.170733060163583,3.71843680004374,200-300,<50,3-5,3-5,1-3,3-4,0.16959953587088678
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,1.731325974680415,1.0436381581317689,200-300,50-75,<3,3-5,1-3,<0,0.21294639057281947
CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C,3.746657849268904,3.2600629802291206,200-300,<50,3-5,1-3,<1,3-4,0.15067683117219485
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],3.25536644686699,5.084785784393688,300-400,<50,>=10,<1,<1,3-4,0.566489961572369
CCC(C)c1ccc(O)cc1,3.503884155639802,3.900315317126523,<200,<50,<3,1-3,1-3,3-4,0.12275713327722743
CC1=CC(=NC(=N1)NC2=CC=CC=C2)C,4.011629207231076,4.724457218962176,<200,<50,<3,3-5,1-3,2-3,0.2207311930566962
Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,3.536278703768558,3.3668578030321905,300-400,75-100,7-10,7-10,1-3,1-2,0.052462132425830595
