SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CC(C)OC(=O)NC1=CC(=CC=C1)Cl,4.5878293409628945,5.296865463046069,200-300,<50,<3,1-3,1-3,3-4,0.20675167014503504
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc2cccc(F)c2F)n1,3.528330398391949,4.348069046945451,400-500,100-150,7-10,7-10,3-5,2-3,0.23903201739979746
Oc1ccccc1Cc1ccccc1O,4.823817539526747,5.363398162503038,200-300,<50,<3,1-3,1-3,3-4,0.15733922645644835
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.639933174769286,3.6006000007279004,500-600,100-150,>=10,7-10,1-3,>=4,0.011469372535307585
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,2.976785370921045,2.655377710446548,500-600,100-150,7-10,7-10,1-3,>=4,0.09372099464449486
CC(CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,3.215538632851986,3.0612578074341887,400-500,100-150,7-10,7-10,3-5,2-3,0.04498757867619939
CCC(=O)Nc1ccc(Cl)c(Cl)c1,4.505037274142513,3.3928489637277615,200-300,<50,<3,1-3,1-3,3-4,0.3243089929162455
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,3.3611980201124125,4.683666307544404,300-400,<50,3-5,1-3,<1,>=4,0.3856256664852035
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NN2C3=CC=CC=C3)C)C(=O)N[C@@H](C)C(C)(C)C,2.405973848119724,2.933040419609829,400-500,75-100,5-7,5-7,1-3,>=4,0.1536901866339802
CCNc1ccccc1,3.3181174229229007,4.033634082553319,<200,<50,<3,1-3,1-3,2-3,0.20864136506973596
CCN(CC)C(=S)SSC(=S)N(CC)CC,3.767170052578213,4.296070764077701,200-300,<50,3-5,3-5,<1,3-4,0.1542250134198224
Nc1cc(Cl)cc(Cl)c1,3.261316985832942,5.393919458287381,<200,<50,<3,1-3,1-3,2-3,0.6218570665200376
CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,4.9077850181365035,5.998935073111827,300-400,50-75,7-10,5-7,1-3,>=4,0.3181743344502424
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],3.350406656148787,0.9383807215534246,200-300,75-100,3-5,5-7,<1,<0,0.7033356621458989
CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl,3.105138532092134,2.6905119681290026,200-300,<50,<3,1-3,1-3,3-4,0.12090319789915939
COC1=C(C=C(C=C1)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O)OC,3.077444276296267,2.858547243087515,300-400,50-75,7-10,5-7,1-3,3-4,0.06382936749785739
C(CCl)Cl,5.355483657928323,4.012689035209935,<200,<50,<3,<1,<1,1-2,0.39155273231090965
CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)C[C@H](CO)O,2.676622892157145,1.8001302529231387,500-600,100-150,5-7,7-10,3-5,0-1,0.2555812198947497
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,3.8999111564846145,4.565980400356549,200-300,<50,<3,1-3,1-3,2-3,0.19422272619646413
CCNC(=O)OC1CCN(CC1)C2=NN=CC3=CC(=C(C=C32)OC)OC,3.509030334473173,5.107673985224389,300-400,75-100,5-7,7-10,1-3,1-2,0.46615713144273
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,2.6648168025910657,2.824560326210862,300-400,50-75,<3,5-7,<1,1-2,0.046580476332024424
CC(C)O,4.727288252115498,1.3360054569004634,<200,<50,<3,1-3,1-3,0-1,0.9888824560655897
C1=Cc2cccc3cccc1c23,3.19803610720026,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.08256692710731929
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,3.1240891078143305,1.9853886174483968,300-400,100-150,<3,5-7,3-5,1-2,0.33203982257833375
C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,3.648472205733208,2.7184285063678635,200-300,<50,<3,<1,<1,>=4,0.2711964625817684
C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl,2.3986668013885035,2.0970174392014087,200-300,75-100,3-5,5-7,1-3,0-1,0.08795956579353288
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,4.014478533371017,3.086667844147708,200-300,50-75,5-7,3-5,<1,3-4,0.2705453271008845
Clc1cccc(Cl)c1Cl,4.443307877728192,2.9322274153361185,<200,<50,<3,<1,<1,>=4,0.44062410869166435
O=[N+]([O-])c1ccccc1,3.8700852101284293,3.0810767052953945,<200,<50,<3,1-3,<1,1-2,0.23007124891407263
CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,4.242487972638599,4.367618078184806,400-500,50-75,5-7,5-7,<1,>=4,0.036487362916142276
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C,3.6706428099540727,4.847737547758402,300-400,50-75,7-10,7-10,<1,>=4,0.3432354084372426
C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,2.3067479977095116,1.806418170236714,400-500,100-150,3-5,7-10,1-3,2-3,0.1458938751236759
CCCCCCCCC,2.3117405158331543,2.399200311773536,<200,<50,5-7,<1,<1,>=4,0.025502873997577016
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,3.477381460410011,3.280747969380977,200-300,<50,<3,1-3,1-3,2-3,0.057337421057276475
COC(=O)C=C(C)OP(=O)(OC)OC,2.4784426368253367,2.5617295641011073,200-300,50-75,5-7,5-7,<1,0-1,0.024286084698931107
COC1=C(C=CC(=C1C(=O)O)Cl)Cl,3.9106803685879012,0.974359502990924,200-300,<50,<3,1-3,1-3,2-3,0.8562176511687993
CN1CCN(c2cc(Cl)c3[nH]c(Nc4ccc(Br)cn4)nc3c2)CC1,3.5029034707012463,3.1738240641526563,400-500,50-75,3-5,5-7,1-3,3-4,0.09595804049356553
CC1=CC(=C(C=C1)C(C)(C)C)O,4.110873887226677,4.528232984567794,<200,<50,<3,1-3,1-3,3-4,0.12169999205679106
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,2.060364612684251,2.600247446345537,300-400,75-100,3-5,3-5,1-3,1-2,0.15742734970138936
