SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,2.939727565954291,3.5745569271098394,400-500,75-100,7-10,5-7,1-3,3-4,0.18870644211862111
CCOC(=O)c1ccc(O)cc1,5.165644516102962,4.987951497816011,<200,<50,<3,3-5,1-3,2-3,0.05282020543160316
CN1CN(C(=S)SC1)C,2.959810209066878,3.4843186073711023,<200,<50,<3,3-5,<1,0-1,0.15591294253492277
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,3.0404629925632696,2.655377710446548,500-600,100-150,7-10,7-10,1-3,>=4,0.11446867134219804
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.289105218012194,1.9378037810571844,300-400,50-75,<3,3-5,1-3,2-3,0.1044262416569223
CCNc1nc(Cl)nc(NC(C)C)n1,3.1039754771155206,2.821233560373706,200-300,50-75,3-5,5-7,1-3,2-3,0.08404655551694609
COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,5.7249759488417995,6.089416461728909,300-400,75-100,>=10,5-7,1-3,2-3,0.10833190264802688
CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3,2.9142968838300636,2.5518637282315644,500-600,50-75,3-5,5-7,<1,>=4,0.10773520489714612
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,2.4554930829477155,2.8349230581323863,200-300,<50,<3,3-5,<1,1-2,0.11278760093881668
CCCN(CCC)C(=O)SCCC,3.059223204773254,4.172260856834855,200-300,<50,5-7,1-3,<1,3-4,0.3308564286980801
CCC(=O)C,4.675608388843523,4.870630406879055,<200,<50,<3,1-3,<1,0-1,0.057971343813225815
C1[C@H]([C@H](CN1C(=O)[C@@H]([C@H](CC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl)O)O)O,3.1002580548294447,1.84333733145567,400-500,100-150,5-7,5-7,5-7,0-1,0.373626445540082
CNS(=O)(=O)c1cc(-c2sc(NC(C)=O)nc2C)cc2c1C(=O)N(C(C)C1CC1)C2,0.5745082709110667,0.8207265198063667,400-500,100-150,5-7,5-7,1-3,2-3,0.0731896988021079
CCc1ccc(O)c(C(C)(C)C)c1,4.3142134531062535,5.562674259796112,<200,<50,<3,1-3,1-3,3-4,0.3711116898029878
CCOC1=CC2=CC=CC=C2OC1=O,4.545859573782781,4.206955728268953,<200,<50,<3,3-5,<1,1-2,0.10074099091891749
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,4.083186656754193,4.431060923804295,300-400,50-75,5-7,7-10,<1,2-3,0.10340749696919413
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,4.800773170465717,4.364386330371385,300-400,50-75,7-10,5-7,<1,3-4,0.1297183353833747
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,3.8795433702979674,4.683666307544404,300-400,<50,3-5,1-3,<1,>=4,0.23902986817991478
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,4.681371279190505,3.249656482282344,200-300,<50,<3,1-3,1-3,3-4,0.42558492405162107
CC(C)(C)C1=NN=C(N(C1=O)N)SC,1.8688774241290624,1.312316253610314,200-300,50-75,<3,5-7,1-3,1-2,0.16544080147583812
CCOC1=NC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)NC,1.7623757854097417,1.3205016404694867,400-500,>=150,7-10,>=10,3-5,1-2,0.13134946626303287
CC(C)(C)NC(=O)NCCN1CCC(CC1)(CNC(=O)C2=CC(=CC(=C2)Cl)Cl)CO,3.3587454998042854,2.9451568267153836,400-500,75-100,7-10,3-5,3-5,2-3,0.12294145761800201
C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,2.9498969599424023,3.0949963717650415,<200,<50,3-5,1-3,<1,3-4,0.0431315806009889
CC(C)N(C1=CC=CC=C1)C(=O)CCl,4.9773108678939995,5.18367899998282,200-300,<50,3-5,1-3,<1,2-3,0.06134403724216678
Cc1ccc(C)c(O)c1C,5.087406654570212,5.600995681169267,<200,<50,<3,1-3,1-3,2-3,0.1526671005642513
CCCCCCOC1=CC=C(C=C1)N,4.496457570904377,5.312037759993743,<200,<50,5-7,1-3,1-3,3-4,0.2424355979145962
C1=C(C=C(C(=C1Br)O)Br)C#N,4.4149540469026824,3.045163365618585,200-300,<50,<3,1-3,1-3,2-3,0.40717764761518066
C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4,3.7344542829500744,2.6748541246582795,400-500,50-75,5-7,3-5,1-3,>=4,0.31497184625425506
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,1.2088989605951375,1.474454769386837,200-300,75-100,5-7,3-5,1-3,2-3,0.07893789249098043
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,3.338424427899323,2.7184285063678635,200-300,<50,<3,<1,<1,>=4,0.1842971224067098
C1=Cc2cccc3cccc1c23,3.429774396673449,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.015284130477825307
C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,3.4438568279011332,4.970271451552798,200-300,<50,<3,1-3,<1,>=4,0.45373495690688753
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.5532974890255398,3.274991472994688,500-600,75-100,>=10,7-10,1-3,>=4,0.08272796017152362
CCOC(=O)c1ccc(N)cc1,4.245855992149185,5.819630602548275,<200,50-75,<3,3-5,1-3,1-2,0.4678129676996208
CC(O)=Nc1nc(C)c(-c2cc3c(c(S(C)(=O)=O)c2)C(=O)N([C@@H](C)C2CC2)C3)s1,2.170515682421221,0.7019681610657231,400-500,75-100,5-7,5-7,1-3,3-4,0.4365336495033562
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,2.670034336822624,1.9378037810571844,500-600,100-150,>=10,>=10,1-3,3-4,0.21765947110184158
CCC1OC=CC(=O)C1=O,4.206639992075697,5.33314527235854,<200,<50,<3,3-5,<1,0-1,0.3348597536242947
FCC(F)(F)F,2.3902885290477163,0.22870748389392712,<200,<50,<3,<1,<1,0-1,0.6425415920264528
COC[C@H](C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,6.051631883346935,2.934393959619913,300-400,50-75,7-10,3-5,1-3,>=4,0.9266157393114498
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,4.266813366280239,4.597751394682993,300-400,50-75,<3,3-5,<1,>=4,0.09837310893743152
CC(=CC(O)OC)O[P+](O)(OC)OC,3.0452238176296014,2.5617295641011073,200-300,75-100,5-7,5-7,1-3,0-1,0.1437212674002409
CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,3.595263540077339,3.678111386004775,200-300,<50,<3,1-3,1-3,3-4,0.024626967810216793
COC(C)(C)C,2.68427953445501,2.549878826883233,<200,<50,<3,1-3,<1,0-1,0.03995133321799981
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,4.4271523001348925,4.800735489267813,300-400,50-75,<3,3-5,1-3,2-3,0.11104961233720856
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,4.133274788309109,4.443699119055233,200-300,<50,<3,1-3,1-3,3-4,0.09227530197331543
