SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CC(C)OC(=O)NC1=CC(=CC=C1)Cl,3.5340067274043654,5.296865463046069,200-300,<50,<3,1-3,1-3,3-4,0.498827107467124
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc2cccc(F)c2F)n1,3.5340067274043654,4.348069046945451,400-500,100-150,7-10,7-10,3-5,2-3,0.2303510451203795
Oc1ccccc1Cc1ccccc1O,3.534008090595771,5.363398162503038,200-300,<50,<3,1-3,1-3,3-4,0.5176531389319723
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.534007409000068,3.6006000007279004,500-600,100-150,>=10,7-10,1-3,>=4,0.018843364609270268
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,3.534007409000068,2.655377710446548,500-600,100-150,7-10,7-10,1-3,>=4,0.24862134566024782
CC(CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,3.5340067274043654,3.0612578074341887,400-500,100-150,7-10,7-10,3-5,2-3,0.13377134057261175
CCC(=O)Nc1ccc(Cl)c(Cl)c1,3.534007409000068,3.3928489637277615,200-300,<50,<3,1-3,1-3,3-4,0.039942882277580485
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,3.5340067274043654,4.683666307544404,300-400,<50,3-5,1-3,<1,>=4,0.32531328310000335
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NN2C3=CC=CC=C3)C)C(=O)N[C@@H](C)C(C)(C)C,3.534008090595771,2.933040419609829,400-500,75-100,5-7,5-7,1-3,>=4,0.17005274384055966
CCNc1ccccc1,3.534007409000068,4.033634082553319,<200,<50,<3,1-3,1-3,2-3,0.1413768008423359
CCN(CC)C(=S)SSC(=S)N(CC)CC,3.5340060458086624,4.296070764077701,200-300,<50,3-5,3-5,<1,3-4,0.21563755020819508
Nc1cc(Cl)cc(Cl)c1,3.534008090595771,5.393919458287381,<200,<50,<3,1-3,1-3,2-3,0.5262895936770033
CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,3.534007409000068,5.998935073111827,300-400,50-75,7-10,5-7,1-3,>=4,0.6974879563205515
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],3.5340067274043654,0.9383807215534246,200-300,75-100,3-5,5-7,<1,<0,0.7344709966756107
CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl,3.534007409000068,2.6905119681290026,200-300,<50,<3,1-3,1-3,3-4,0.238679584713439
COC1=C(C=C(C=C1)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O)OC,3.534008090595771,2.858547243087515,300-400,50-75,7-10,5-7,1-3,3-4,0.1911316964641443
C(CCl)Cl,3.534007409000068,4.012689035209935,<200,<50,<3,<1,<1,1-2,0.1354500880712988
CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)C[C@H](CO)O,3.534007409000068,1.8001302529231387,500-600,100-150,5-7,7-10,3-5,0-1,0.4906263383346714
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,3.534007409000068,4.565980400356549,200-300,<50,<3,1-3,1-3,2-3,0.2920121118355883
CCNC(=O)OC1CCN(CC1)C2=NN=CC3=CC(=C(C=C32)OC)OC,3.534007409000068,5.107673985224389,300-400,75-100,5-7,7-10,1-3,1-2,0.4452923711155589
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,3.5340067274043654,2.824560326210862,300-400,50-75,<3,5-7,<1,1-2,0.20074841452426143
CC(C)O,3.534008090595771,1.3360054569004634,<200,<50,<3,1-3,1-3,0-1,0.6219575475922852
