SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,3.651340072802984,3.5745569271098394,400-500,75-100,7-10,5-7,1-3,3-4,0.022472277344979585
CCOC(=O)c1ccc(O)cc1,5.673058632929279,4.987951497816011,<200,<50,<3,3-5,1-3,2-3,0.20051168016504387
CN1CN(C(=S)SC1)C,2.719961362854518,3.4843186073711023,<200,<50,<3,3-5,<1,0-1,0.22370596872999277
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,2.7959476224555555,2.655377710446548,500-600,100-150,7-10,7-10,1-3,>=4,0.0411408782553674
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,3.215318032306662,1.9378037810571844,300-400,50-75,<3,3-5,1-3,2-3,0.37389265973776614
CCNc1nc(Cl)nc(NC(C)C)n1,3.1574388893303023,2.821233560373706,200-300,50-75,3-5,5-7,1-3,2-3,0.09839788835126217
COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,5.7981008783919235,6.089416461728909,300-400,75-100,>=10,5-7,1-3,2-3,0.08525991641219982
CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3,3.474251331741548,2.5518637282315644,500-600,50-75,3-5,5-7,<1,>=4,0.2699570310453967
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,2.6725476198902407,2.8349230581323863,200-300,<50,<3,3-5,<1,1-2,0.04752274537921014
CCCN(CCC)C(=O)SCCC,2.7356897278277104,4.172260856834855,200-300,<50,5-7,1-3,<1,3-4,0.42044415536001367
CCC(=O)C,5.211872389547267,4.870630406879055,<200,<50,<3,1-3,<1,0-1,0.09987197590102702
C1[C@H]([C@H](CN1C(=O)[C@@H]([C@H](CC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl)O)O)O,2.9036666874467807,1.84333733145567,400-500,100-150,5-7,5-7,5-7,0-1,0.31032872057732447
CNS(=O)(=O)c1cc(-c2sc(NC(C)=O)nc2C)cc2c1C(=O)N(C(C)C1CC1)C2,0.7482327577215723,0.8207265198063667,400-500,100-150,5-7,5-7,1-3,2-3,0.021216894836022827
CCc1ccc(O)c(C(C)(C)C)c1,4.651799096324412,5.562674259796112,<200,<50,<3,1-3,1-3,3-4,0.2665876621152454
CCOC1=CC2=CC=CC=C2OC1=O,3.8203694777803494,4.206955728268953,<200,<50,<3,3-5,<1,1-2,0.11314297376476608
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,2.471302277496032,4.431060923804295,300-400,50-75,5-7,7-10,<1,2-3,0.5735664960258737
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,4.660340457180685,4.364386330371385,300-400,50-75,7-10,5-7,<1,3-4,0.08661748823926675
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,3.9220663703400054,4.683666307544404,300-400,<50,3-5,1-3,<1,>=4,0.22289898206533582
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,4.869649564676779,3.249656482282344,200-300,<50,<3,1-3,1-3,3-4,0.4741266265646953
CC(C)(C)C1=NN=C(N(C1=O)N)SC,2.5933270700297824,1.312316253610314,200-300,50-75,<3,5-7,1-3,1-2,0.3749160064832726
CCOC1=NC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)NC,1.8394275928801103,1.3205016404694867,400-500,>=150,7-10,>=10,3-5,1-2,0.151875099916887
CC(C)(C)NC(=O)NCCN1CCC(CC1)(CNC(=O)C2=CC(=CC(=C2)Cl)Cl)CO,3.093277369125741,2.9451568267153836,400-500,75-100,7-10,3-5,3-5,2-3,0.04335073640817971
C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,3.498328948923286,3.0949963717650415,<200,<50,3-5,1-3,<1,3-4,0.11804415479912675
