SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,3.163857286123222,4.4237667316091045,400-500,100-150,7-10,7-10,<1,2-3,0.39821956865671904
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(Cl)cc1)C(=O)O,3.1638551466924154,4.086293909171261,300-400,50-75,3-5,1-3,1-3,>=4,0.29155521249775396
O=[N+]([O-])c1ccccc1,3.163855859836018,3.081076705295394,<200,<50,<3,1-3,<1,1-2,0.026164006733216023
Oc1ccccc1O,3.163857286123222,4.687891364891228,<200,<50,<3,1-3,1-3,0-1,0.4817014394483607
Clc1ccc(Cl)cc1,3.1638565729796198,5.804408801706431,<200,<50,<3,<1,<1,3-4,0.8345993224406788
C1=CC=C2C(=C1)N=C(S2)SCSC#N,3.1638565729796198,4.334820764847144,200-300,<50,3-5,5-7,<1,3-4,0.370106643035858
CCCSC(=O)N(CCC)CCC,3.1638551466924154,4.172260856834855,200-300,<50,5-7,1-3,<1,3-4,0.318726784978607
CNC(=O)Oc1ccccc1OC(C)C,3.1638555032642164,2.9206382762063954,200-300,<50,3-5,3-5,1-3,1-2,0.0768736670685862
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,3.1638555032642164,3.7440432160689308,300-400,50-75,5-7,3-5,1-3,3-4,0.1833799258834199
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,3.163855859836018,4.964426385618068,300-400,75-100,7-10,7-10,<1,1-2,0.5691063121099239
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,3.1638555032642164,1.474454769386837,200-300,75-100,5-7,3-5,1-3,2-3,0.53396887684539
CCCCCCCCn1sccc1=O,3.1638569295514207,3.507462368162881,200-300,<50,7-10,3-5,<1,2-3,0.10860336831524427
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,3.1638569295514207,1.4991894926346008,400-500,75-100,<3,5-7,1-3,>=4,0.5261514238670181
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,3.163855859836018,3.6137144581226854,200-300,50-75,5-7,5-7,<1,2-3,0.14218680366916925
C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],3.1638555032642164,1.0436381581317689,300-400,100-150,5-7,5-7,3-5,1-2,0.670137079821264
CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,3.1638551466924154,4.364386330371385,300-400,50-75,7-10,5-7,<1,3-4,0.3794518819082356
CC(C)(c1ccccc1)c1ccc(O)cc1,3.163855859836018,4.251418963806454,200-300,<50,<3,1-3,1-3,3-4,0.3437460618314911
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,3.1638555032642164,1.9378037810571842,500-600,100-150,>=10,>=10,1-3,3-4,0.38751815832273856
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,3.1638569295514207,2.7234519298767377,300-400,<50,<3,1-3,<1,3-4,0.1391988048292475
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,3.1638562164078188,1.9378037810571842,300-400,50-75,<3,3-5,1-3,2-3,0.3875183837260314
C(C(F)(F)F)F,3.163855859836018,0.22870748389392712,<200,<50,<3,<1,<1,0-1,0.9277123244046875
C(CCl)OP(=O)(OCCCl)OCCCl,3.163855859836018,1.8229951818212897,200-300,<50,7-10,3-5,<1,1-2,0.4238058240938587
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,3.1638565729796198,1.3279465048795942,300-400,75-100,<3,3-5,<1,2-3,0.5802760809761006
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,3.163857642695023,2.7890647440831073,300-400,50-75,5-7,3-5,1-3,>=4,0.11846078855554618
Cc1cn2c(-c3cn[nH]c3)cnc2c(=Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)[nH]1,3.1638547901206144,3.4347204839571255,400-500,100-150,5-7,7-10,3-5,>=4,0.08561251774875038
Nc1nc2nc[nH]c2c(=S)[nH]1,3.1638555032642164,1.9465596523680775,<200,75-100,<3,3-5,3-5,<0,0.38475069014545776
COP(=O)(OC)OC(C)=CC(=O)N(C)C,3.1638551466924154,1.758046537693511,200-300,50-75,5-7,5-7,<1,0-1,0.4443339161359743
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,3.1638551466924154,3.080141802002717,300-400,50-75,5-7,5-7,<1,>=4,0.026459276206383928
CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,3.1638551466924154,3.71843680004374,200-300,<50,3-5,3-5,1-3,3-4,0.17528661887071256
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,3.1638547901206144,1.0436381581317689,200-300,50-75,<3,3-5,1-3,<0,0.6701368544179712
CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C,3.1638569295514207,3.2600629802291206,200-300,<50,3-5,1-3,<1,3-4,0.03040784569105714
CCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],3.163855859836018,5.084785784393688,300-400,<50,>=10,<1,<1,3-4,0.6071483063468396
CCC(C)c1ccc(O)cc1,3.1638565729796198,3.900315317126523,<200,<50,<3,1-3,1-3,3-4,0.232772509546945
CC1=CC(=NC(=N1)NC2=CC=CC=C2)C,3.163855859836018,4.724457218962176,<200,<50,<3,3-5,1-3,2-3,0.4932592594673676
Cn1nc(CO)nc1NCCCOc1cccc(CN2CCCCC2)c1,3.1638562164078188,3.3668578030321905,300-400,75-100,7-10,7-10,1-3,1-2,0.06416270990889458
CN(C)C(=O)Nc1ccc(Cl)cc1,3.1638551466924154,2.180610638099671,<200,<50,<3,1-3,1-3,1-2,0.3107740842000678
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,3.163855859836018,4.367618078184806,400-500,50-75,5-7,5-7,<1,>=4,0.38047311501124964
CC1(C)CON(Cc2ccccc2Cl)C1=O,3.1638565729796198,2.166717648208842,200-300,<50,<3,1-3,<1,2-3,0.315165692213626
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,3.1638562164078188,4.402494604306242,200-300,50-75,3-5,3-5,1-3,0-1,0.39149642565013304
CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,3.1638565729796198,2.7685205208186097,300-400,50-75,3-5,3-5,1-3,>=4,0.1249538629383755
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.1638555032642164,3.4630211273793248,200-300,<50,<3,1-3,1-3,2-3,0.09455727649227433
C1[C@@H]([C@H](C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O,3.163857286123222,5.871153098958999,200-300,50-75,3-5,3-5,1-3,2-3,0.8556949665520108
FC(F)(Cl)Cl,3.1638562164078188,0.4960254312430792,<200,<50,<3,<1,<1,2-3,0.8432212555623094
CN1CCN(c2ccc3nc(Nc4ccc(Br)cn4)[nH]c3c2)CC1,3.1638551466924154,3.5795362960314794,300-400,50-75,3-5,5-7,1-3,3-4,0.13138433764554716
C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=C(C=C2Cl)O)Cl,3.1638565729796198,0.016652946765891796,300-400,50-75,3-5,3-5,3-5,3-4,0.994736625712309
CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(C(=O)O)c1,3.163855859836018,1.9432851782606186,200-300,75-100,3-5,3-5,1-3,1-2,0.38578576585283597
C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,3.1638569295514207,3.8604004147232507,200-300,<50,<3,<1,<1,>=4,0.22015649395247114
CC(=O)N1CCN(C2CCC(N=c3nc[nH]n4ccc(C5CCOCC5)c34)CC2)CC1,3.1638569295514207,1.3994968237976466,400-500,75-100,3-5,5-7,1-3,2-3,0.5576612849326115
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,3.1638555032642164,2.9531536328672403,200-300,50-75,3-5,3-5,1-3,3-4,0.06659653854114067
C1COCCN1C=O,3.1638562164078188,0.7039836928957144,<200,<50,<3,1-3,<1,<0,0.7774918894156998
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,3.163855859836018,3.6123420602266383,300-400,<50,3-5,1-3,1-3,3-4,0.14175302987681662
CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,3.163855859836018,2.600247446345537,300-400,75-100,3-5,3-5,1-3,1-2,0.17813970687784003
CC12CC1(C(=O)N(C2=O)C3=CC(=CC(=C3)Cl)Cl)C,3.1638565729796198,2.6766060413572883,200-300,<50,<3,1-3,<1,3-4,0.15400527174837828
CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-],3.1638562164078188,4.490147048307164,<200,75-100,<3,3-5,<1,2-3,0.4192007329452444
C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O,3.1638555032642164,2.7638794249233287,300-400,75-100,<3,5-7,3-5,1-2,0.12642043597703873
CCCC(C)C1(C(=O)NC(=O)NC1=O)CC,3.1638551466924154,1.0436381581317689,200-300,75-100,3-5,3-5,1-3,2-3,0.6701369671196178
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC,3.1638569295514207,4.4237667316091045,400-500,100-150,7-10,7-10,<1,2-3,0.39821968135836555
CC1=CC(=C(C=C1)C(C)(C)C)O,3.1638565729796198,4.528232984567794,<200,<50,<3,1-3,1-3,3-4,0.4312384418219152
CCOC1=CC=C(C=C1)N,3.1638565729796198,3.5866069434349686,<200,<50,<3,1-3,1-3,1-2,0.13361870630890796
CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,3.1638565729796198,4.243413982861241,200-300,<50,<3,1-3,1-3,>=4,0.34121570216297037
CC1=NC2=NC(=NN2C=C1)S(=O)(=O)NC3=C(C=CC=C3F)F,3.1638562164078188,3.002493380670819,300-400,75-100,3-5,5-7,1-3,1-2,0.05100195023907615
C#CCN1C(=O)COc2cc(F)c(N3C(=O)C4=C(CCCC4)C3=O)cc21,3.1638569295514207,3.100510435676909,300-400,50-75,<3,3-5,<1,2-3,0.020021925827292467
C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O,3.1638569295514207,2.232420674799882,200-300,50-75,<3,3-5,1-3,2-3,0.2943990498105555
COc1cc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(O)=NC3(C#N)CC3)[C@H](C)C2)ccc1C1CC1,3.1638547901206144,4.168330503120788,400-500,75-100,5-7,5-7,1-3,3-4,0.3174846308123511
CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C,3.1638555032642164,1.5093646169833679,400-500,100-150,5-7,7-10,1-3,>=4,0.5229349215864855
COC(=O)C1=CC=C(C=C1)O,3.1638569295514207,5.614995886547655,<200,<50,<3,3-5,1-3,1-2,0.7747314711148089
c1ccc2cc3c(ccc4ccccc43)cc2c1,3.1638562164078188,3.8604004147232507,200-300,<50,<3,<1,<1,>=4,0.22015671935576386
CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC,3.163855859836018,2.669932366488085,200-300,50-75,<3,3-5,1-3,1-2,0.15611439470920105
CCCOC(=O)C1=CC(=C(C(=C1)O)O)O,3.1638562164078188,4.847737547758402,200-300,75-100,3-5,5-7,3-5,1-2,0.5322243593315807
CCN1CCC2(CC1)COC3=C2C=C4C(=C3)CCN4C(=O)C5=CC=C(C=C5)C6=C(C=C(C=C6)C7=NN=C(O7)C)C.Cl,3.1638562164078188,2.5518637282315644,500-600,50-75,3-5,5-7,<1,>=4,0.19343246098826955
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,3.163855859836018,3.6677707242370072,300-400,75-100,<3,3-5,1-3,2-3,0.15927236728039884
CCCCCCCCN(C)C,3.1638562164078188,4.5043184018182485,<200,<50,7-10,1-3,<1,2-3,0.4236798725395107
CC(C)C1CCC(C1(CN2C=NC=N2)O)CC3=CC=C(C=C3)Cl,3.1638565729796198,5.552859967556872,300-400,50-75,5-7,3-5,1-3,>=4,0.7550922843832676
CC(C)CN1C(C)Cc2cc(O)ccc2C1(C)c1ccc(C=CC(=O)O)cc1,3.163857642695023,3.845827645824779,300-400,50-75,5-7,3-5,1-3,>=4,0.21555025359653576
C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,3.1638569295514207,3.0949963717650415,<200,<50,3-5,1-3,<1,3-4,0.02176475596512248
CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O,3.163857642695023,4.251418963806454,200-300,<50,<3,1-3,1-3,3-4,0.34374549832325907
CC1=C(N=CN1)CSCCNC(=NC)NC#N,3.1638555032642164,2.6994482165547997,200-300,75-100,5-7,3-5,3-5,0-1,0.14678520750603694
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,3.163855859836018,4.985693299246046,200-300,50-75,3-5,3-5,1-3,0-1,0.5758281453352692
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.1638555032642164,3.6006000007279,500-600,75-100,>=10,7-10,1-3,>=4,0.1380418299238256
CC(Nc1cc(F)cc(F)c1)c1cc(C(=O)N(C)C)cn2c(=O)cc(N3CCOCC3)nc12,3.1638555032642164,3.3668578030321905,400-500,75-100,5-7,7-10,1-3,2-3,0.06416293531218746
CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,3.1638555032642164,4.374050408992255,300-400,50-75,3-5,3-5,3-5,3-4,0.3825062944612858
C[C@@H](Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,3.163855859836018,3.4509902175913854,400-500,75-100,5-7,5-7,1-3,>=4,0.09075455422732424
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,3.1638547901206144,2.8439957281910964,200-300,50-75,<3,5-7,<1,1-2,0.10109785122167556
C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C,3.163855859836018,1.6914016046041185,200-300,75-100,3-5,3-5,1-3,0-1,0.46539860502360825
C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5CC4=C3C)C)O)C)NC1,3.1638551466924154,4.32813021826007,400-500,<50,<3,3-5,1-3,>=4,0.3679924128345916
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.163857642695023,2.630394674066566,300-400,<50,5-7,3-5,1-3,>=4,0.1686116363542553
CCC(C)=O,3.163855859836018,4.870630406879055,<200,<50,<3,1-3,<1,0-1,0.5394602178378234
C(CCC(=O)NN)CC(=O)NN,3.1638547901206144,0.928677592965336,<200,100-150,5-7,3-5,3-5,<0,0.7064724393579308
CCOC(=O)COc1cc(-c2nn(C)c(OC(F)F)c2Cl)c(F)cc1Cl,3.1638551466924154,5.210424947008923,400-500,50-75,7-10,5-7,<1,3-4,0.6468593009028594
O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,3.1638562164078188,1.0228141710742014,300-400,75-100,5-7,3-5,3-5,2-3,0.6767191426522299
COc1ccc2c(c1)CC(C)N(CC(C)C)C2c1ccc(C=CC(=O)O)cc1,3.163857286123222,4.966201228338529,300-400,<50,5-7,3-5,1-3,>=4,0.5696668358282203
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,3.1638562164078188,1.951993394257078,200-300,<50,<3,1-3,1-3,2-3,0.38303347279206484
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,3.163855859836018,4.120746704603301,300-400,50-75,5-7,5-7,<1,2-3,0.30244448187928175
COC1=C(C=CC(=C1)CC=C)O,3.1638562164078188,5.578179492765007,<200,<50,3-5,1-3,1-3,2-3,0.7630951392209475
COC1=CC=CC(=C1OC)[C@@H](C2CCN(CC2)CCC3=CC=C(C=C3)F)O,3.1638569295514207,2.7014991363254537,300-400,<50,7-10,3-5,1-3,3-4,0.14613742411662886
O=c1[nH]c2ccc(S(=O)CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1,3.163857642695023,2.6748541246582795,400-500,50-75,5-7,3-5,1-3,>=4,0.1545593381507768
CN(C)C(=O)NC1=CC=CC=C1,3.163855859836018,2.122623988140148,<200,<50,<3,1-3,1-3,0-1,0.32910214960603984
O=C(c1ccc(O)cc1O)c1ccc(O)cc1O,3.1638551466924154,3.909029730045853,200-300,75-100,<3,5-7,3-5,2-3,0.2355273247773118
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,3.1638551466924154,3.754819804729276,200-300,50-75,5-7,3-5,<1,2-3,0.18678619487930578
CC(C)OC(=O)NC1=CC(=CC=C1)Cl,3.1638565729796198,5.296865463046069,200-300,<50,<3,1-3,1-3,3-4,0.6741801033292805
C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4,3.163857286123222,2.6748541246582795,400-500,50-75,5-7,3-5,1-3,>=4,0.15455922544913042
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,3.1638562164078188,3.0199046532857357,300-400,50-75,5-7,5-7,<1,2-3,0.045498769438806264
CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C,3.163855859836018,4.065997881231354,200-300,50-75,<3,5-7,<1,1-2,0.28514002170100955
Nc1cc(Cl)cc(Cl)c1,3.1638555032642164,5.393919458287381,<200,<50,<3,1-3,1-3,2-3,0.7048562969569168
COC(=O)C=C(C)OP(=O)(OC)OC,3.163855859836018,2.5617295641011073,200-300,50-75,5-7,5-7,<1,0-1,0.1903140536199043
C1CC1CN2CC[C@]34[C@@H]5C(=O)CC[C@]3([C@H]2CC6=C4C(=C(C=C6)O)O5)O,3.1638565729796198,3.8409224786811804,300-400,50-75,<3,5-7,1-3,1-2,0.21400021556046625
COc1nn(CSP(=S)(OC)OC)c(=O)s1,3.1638555032642164,2.396424482625675,300-400,50-75,5-7,7-10,<1,2-3,0.24256191673728505
C1=CC=C(C=C1)OCCO,3.163857642695023,3.8398291663062114,<200,<50,3-5,1-3,1-3,1-2,0.2136543142216556
CN1CCN(c2cc(Cl)c3[nH]c(Nc4ccc(Br)cn4)nc3c2)CC1,3.1638555032642164,3.1738240641526567,400-500,50-75,3-5,5-7,1-3,3-4,0.00315076296264455
CCOC1=CC=CC=C1C(=O)N,3.1638569295514207,1.4603785829915767,<200,50-75,3-5,1-3,1-3,1-2,0.5384183877766819
COC(=O)c1ccccc1C(=O)OC,3.1638565729796198,4.054149419800121,<200,50-75,<3,3-5,<1,1-2,0.2813948531851014
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,3.1638547901206144,3.8260609395371987,200-300,50-75,3-5,5-7,<1,2-3,0.2093034925067985
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,3.1638565729796198,3.3580417635815003,400-500,50-75,3-5,5-7,<1,3-4,0.06137611168648877
CC1=CC2=C(C=C1)N=CC=C2,3.1638569295514207,5.834624169952441,<200,<50,<3,1-3,<1,2-3,0.8441493809460513
CCN(CC)C(=O)C1=CC=CC(=C1)C,3.1638565729796198,2.3665647486203745,<200,<50,3-5,1-3,<1,2-3,0.2520000207375419
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,3.1638562164078188,2.5134599304809226,400-500,50-75,<3,3-5,<1,3-4,0.2055707490452677
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,3.1638555032642164,2.655377710446548,500-600,75-100,7-10,7-10,1-3,>=4,0.16071457202964626
Cc1c(O)ccc2c1CCN(CC(C)C)C2c1ccc(C=CC(=O)O)cc1,3.163857286123222,3.1738240641526567,300-400,50-75,5-7,3-5,1-3,>=4,0.003150199454412436
B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,3.1638562164078188,3.0196562688825606,300-400,100-150,7-10,5-7,3-5,1-2,0.045577276295190136
C1=CC(=CC=C1C(=O)C2=C(C=C(C=C2)O)O)O,3.163857642695023,4.001584511406435,200-300,75-100,<3,3-5,3-5,2-3,0.26478032489211967
CCOCN(C(=O)CCl)c1c(C)cccc1CC,3.1638551466924154,5.377718266768763,200-300,<50,5-7,1-3,<1,3-4,0.6997356991810092
CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,3.1638569295514207,4.896058916611654,200-300,<50,5-7,1-3,1-3,>=4,0.5474970686067193
CC1=CC(=C(C=C1)C)C,3.163855859836018,3.207324403353169,<200,<50,<3,<1,<1,3-4,0.013739102212111883
Nc1nc(N)nc(-c2ccccc2)n1,3.1638555032642164,1.3868626995849844,<200,75-100,<3,5-7,1-3,1-2,0.5616541016678701
CC(C)C1=C(C(=CC=C1)C(C)C)O,3.1638565729796198,5.610350895842208,<200,<50,<3,1-3,1-3,3-4,0.7732634416402338
CC1Cc2cc(O)ccc2C(c2c(F)cc(C=CC(=O)O)cc2F)N1CC(C)(C)F,3.163857999266824,5.295590652439659,400-500,50-75,5-7,3-5,1-3,>=4,0.6737767231442205
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,3.1638565729796198,3.6540342763286606,300-400,75-100,5-7,5-7,1-3,3-4,0.15493046289332188
O=NN(c1ccccc1)c1ccccc1,3.1638562164078188,3.0949963717650415,<200,<50,3-5,1-3,<1,3-4,0.021764530561829747
CCCCOCCO,3.1638565729796198,2.479722041235527,<200,<50,5-7,1-3,1-3,0-1,0.21623439613887055
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl,3.1638562164078188,2.364414485253622,300-400,<50,3-5,3-5,1-3,3-4,0.252679541761537
Fc1ccc(CN2CCN(C3=Nn4c(nnc4C(F)(F)F)CC3)CC2)cc1,3.163857286123222,2.343142412490957,300-400,<50,<3,5-7,<1,2-3,0.25940334373948193
Cc1nn(C)c2cc(N3CCN(C(=O)C4CCCCC4C(=O)NC4(C#N)CC4)C(C)C3)ccc12,3.1638555032642164,2.988368376495352,400-500,75-100,3-5,5-7,1-3,2-3,0.0554662147959007
O=C(Nc1ccccc1)c1ccccc1I,3.1638565729796198,4.0154460053139305,300-400,<50,<3,1-3,1-3,2-3,0.2691618652688237
CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,3.1638569295514207,3.57455692710984,400-500,75-100,7-10,5-7,1-3,3-4,0.12980994504089688
