SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,3.1441524427618988,6.089416461728909,300-400,75-100,>=10,5-7,1-3,2-3,0.9367435950225471
CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,3.144152812697532,4.489575995561223,200-300,50-75,7-10,5-7,<1,2-3,0.4279129276785316
FC(F)(F)Br,3.144151702890632,2.627824938988848,<200,<50,<3,<1,<1,1-2,0.16421814340208135
CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,3.1441520728262655,5.552859967556872,300-400,50-75,5-7,3-5,1-3,>=4,0.7660914872618121
C[C@@H]1Cc2cc(O)ccc2[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,3.144151702890632,5.295590652439659,400-500,50-75,5-7,3-5,1-3,>=4,0.6842668918961394
C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,3.1441520728262655,3.8604004147232507,200-300,<50,<3,<1,<1,>=4,0.2278033624139539
CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],3.1441524427618988,3.0801418020027165,300-400,50-75,5-7,5-7,<1,>=4,0.020358635884019476
CCc1ccc(O)c(C(C)(C)C)c1,3.144151702890632,5.562674259796112,<200,<50,<3,1-3,1-3,3-4,0.7692130484768396
Cc1ccc(N)cc1O,3.1441520728262655,3.7307121377158694,<200,<50,<3,1-3,1-3,0-1,0.1865559013870873
CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],3.1441513329549986,3.0989053054127274,400-500,<50,3-5,1-3,<1,>=4,0.014390535526693334
COC(=O)NS(=O)(=O)c1ccc(N)cc1,3.1441520728262655,1.7191421803255609,200-300,75-100,<3,5-7,1-3,<0,0.45322554482296656
CC1=CC(=CC=C1)[N+](=O)[O-],3.1441513329549986,3.7795225326516717,<200,<50,<3,1-3,<1,2-3,0.20208032215271388
