Clint,predict
1.2767619122604568,7.0891504
0.5805982433303791,3.8587008
0.2252155624158354,4.217349
0.013415861533183216,3.0132449
0.03264460615052799,2.80529
0.00613913389531546,1.4658083
8.770050872713838,3.7151723
0.42709748261767544,1.6631469
0.5016898423073719,0.32267293
0.6244235803162385,2.8629925
0.22493231851581602,4.813199
2.4833775972160432,3.3993015
0.9860034752311657,3.625456
0.3990535868290023,4.426525
0.6603380326835601,2.479643
0.5460361590087498,3.651462
6.255390405690918,3.834249
4.501601313378904,4.3946414
3.539057095657703,4.3116064
3.10368505643199,4.5629315
2.5221007193396145,4.0945716
2.17683600694224,5.282494
0.29772646175260165,5.1743283
0.5868071114073181,4.1140423
3.7788784698505,3.5099857
1.0708459744263057,2.7490463
1.3960248784594027,3.0466323
0.9003093495608935,1.7369894
0.7290670692890263,3.1851892
0.6516494411088367,4.9422903
1.1106222682749378,2.3494267
3.2156092642636294,4.2741933
0.48079667174935914,3.9537892
7.263091750365993,2.433726
1.4017029686883318,3.9834137
4.404353194514089,3.7679465
8.686682769394814,4.397559
2.743399812610779,3.1998808
2.1521208138347236,3.4301133
1.675665348426719,3.9208422
5.160125707732065,4.362329
3.8052409298326104,1.3556807
1.7376532334559827,4.0270114
2.390810860321486,3.5822108
1.7625326522099842,3.5389378
5.573360597521081,3.9316912
8.624931581887552,4.1908555
2.6053777146398547,3.0650032
1.0537331043868416,4.6039686
3.274220718451684,4.4285426
1.4635561993731407,4.0916886
4.153628205642494,5.357213
1.1710300776237428,3.409027
0.8823348109963576,4.6940455
0.5237218833840638,2.78532
2.229977150003066,4.411021
1.477926378862996,4.4335494
0.5292935648823514,3.7741148
8.102429755837496,3.5241067
5.18662792095318,4.4683447
2.1924385207507293,3.75915
3.716631056634885,4.991815
3.4700697095284605,5.7275033
4.783225376436673,5.0130806
0.024335734282736714,5.6504927
4.486953902255812,4.9729347
0.5817907854892452,1.3222216
0.41404413479697777,6.67405
2.6796876600548414,1.7255251
4.109164754148616,2.4415262
2.549532257758403,2.34966
2.3311959155593724,2.34966
0.20803678535872291,4.468727
0.8770543937028037,4.298365
0.5330844926177974,4.6127334
1.4567492676791804,3.4567106
5.32589247246729,4.4016447
2.643085409568766,4.3584123
2.387800606944862,4.9774866
5.041767715155179,4.723129
2.9651598251216855,5.2692876
3.3736407295064863,3.3780427
0.7399388471580103,3.213465
0.8589354751795699,5.684619
2.8250666597542464,5.2143316
0.6874368330150518,2.9857457
0.4881985212003375,2.0055115
0.9722159352892774,4.66202
0.4713116740070581,3.7487204
0.3773306739059939,3.1021101
0.7916016840659499,5.0154963
3.2458039427073477,4.463888
7.300894737399665,4.1943307
2.996280017015148,4.1149454
0.5077540757885008,4.9217954
1.4081396837808433,5.0192537
1.1964374595929395,4.1420984
0.853312447440693,2.819653
1.9691185539946452,2.3578248
7.629209804766006,5.0297503
1.9076797384191606,2.7732155
0.9453379399727586,5.0210924
7.746938834258898,1.8317945
1.565620380560088,3.5382085
0.44120513093739133,1.0133481
1.0991946567255757,4.014354
1.6104758741653968,1.2661517
0.44140866107936316,1.0587246
7.575169585429764,2.733388
0.026634953317403773,2.6211398
2.536734248659484,3.6068168
0.27743749046099275,3.5482469
0.45505323255275554,1.6310663
3.633868055081422,2.891641
3.824068768813317,4.025326
0.10643415829724617,2.2032058
2.978185489209754,3.3369157
3.8035088770234453,3.5426466
4.4502201381013,5.1348515
3.2732239541327623,3.9051936
3.550293290777114,2.9924102
0.19346307723894798,4.7866507
0.12259838677689672,2.2530975
2.4055479661028163,4.8023753
8.168003766372491,2.3645546
0.8474966676237352,4.804938
8.538289774915379,5.631857
6.62771451350649,3.2083244
0.14952819257580416,2.4144905
0.4452128676045285,3.4487424
2.546589726929184,2.4381728
3.625958121688176,2.548991
0.7312632222498536,1.6114244
0.7399388471580103,0.46008384
3.644667888932036,4.157738
1.958840715637722,1.2404308
3.9352417532913604,1.1216543
0.9668009378279776,0.76547295
1.2270906135641724,4.442324
0.5702541864004935,1.4709796
0.6626793792238767,4.1818414
3.146404997154205,1.5801715
0.5347654492783775,4.872902
1.2481567880298177,2.6782298
1.019707555505899,3.5819232
0.6872402655370657,4.89888
