SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COc1cc(Cl)c(OC)cc1Cl,4.547832308573987,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.4726174747976586
CCCSP(=O)(OCC)SCCC,3.782523087624958,3.9945810393223526,200-300,<50,7-10,3-5,<1,3-4,0.05855592161740321
C1COCCN1C=O,2.323629855049543,0.7039836928957144,<200,<50,<3,1-3,<1,<0,0.44723563987991044
C1=CC2=C3C(=C1)C=CC3=CC=C2,4.0049285370636944,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.1446202842862665
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,4.030874516833201,3.6123420602266383,300-400,<50,3-5,1-3,1-3,3-4,0.11557007660983729
CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,2.6778320915995453,3.2749914729946883,300-400,75-100,3-5,5-7,<1,0-1,0.1648946321049491
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,2.4864069315693573,2.084755199163509,200-300,75-100,<3,3-5,1-3,2-3,0.11090877362529948
CC(C)(C)C1=NN=C(N(C1=O)N)SC,2.3152086262545026,1.3123162536103137,200-300,50-75,<3,5-7,1-3,1-2,0.27693037065191134
CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,3.5608470094778575,4.309154982576856,500-600,75-100,7-10,7-10,1-3,>=4,0.20663154891258495
CCCCOC1=CC=C(C=C1)N,4.118595453956926,4.293989094995731,<200,<50,3-5,1-3,1-3,1-2,0.048431743373221425
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,3.520649538370947,3.0612578074341883,200-300,50-75,<3,3-5,1-3,2-3,0.12685261728266756
COC1=CC(=C(C=C1Cl)OC)Cl,4.900911232629886,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.5701137565276506
CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,4.248504585122779,6.208868659306983,400-500,50-75,5-7,3-5,<1,>=4,0.5413186544087216
O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,3.4916636708760422,1.0228141710742014,300-400,75-100,5-7,3-5,3-5,2-3,0.6817275968121017
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,3.505525760666321,2.669932366488085,200-300,50-75,<3,3-5,1-3,1-2,0.2307338201745056
CCC1CC2C(CCC3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OCC23)NS1(=O)=O,0.9823942747177072,0.567181382230949,500-600,75-100,3-5,5-7,1-3,>=4,0.11465343974313494
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,4.35611425670654,2.630394674066566,300-400,<50,5-7,3-5,1-3,>=4,0.47652587326167944
CCS(=O)(=O)C1=CC2=C(C=C1)OC(=N2)C3=CC4=CC=CC=C4C=C3,4.00069556066023,2.0630085059282193,300-400,50-75,3-5,3-5,<1,3-4,0.5350568105923018
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,3.3959035085475473,4.101565892209391,300-400,100-150,3-5,7-10,1-3,2-3,0.19485575002165997
CC(=O)Nc1nc(C)c(-c2cc3c(c(S(C)(=O)=O)c2)C(=O)N(C(C)C2CC2)C3)s1,2.2279300533235604,0.7019681610657231,400-500,75-100,5-7,5-7,1-3,3-4,0.4213664436488657
N#Cc1cccnc1N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,4.965608719212141,5.966859049472992,400-500,100-150,3-5,5-7,1-3,2-3,0.27647695070551676
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,3.7254656728481303,3.742838616914527,300-400,50-75,3-5,3-5,1-3,3-4,0.004797220490307813
CN(CCCC(=O)c1cccnc1)N=O,2.492629622095741,2.5294045518741006,200-300,50-75,5-7,3-5,<1,1-2,0.010154723689211135
CCCC1=CC(=C(C=C1)O)OC,4.9712106539043335,4.152452765609863,<200,<50,3-5,1-3,1-3,2-3,0.22608500340046708
C1CN(CCN1CCC2=CC(=O)N(C3=C2C=CC(=C3)F)CC(=O)N)C4=NC=CC5=C4C=CS5,3.2410314851968347,2.942476950383015,400-500,75-100,5-7,7-10,1-3,2-3,0.08244036971565764
CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C,4.386741125539935,5.069070685216515,300-400,<50,7-10,3-5,1-3,3-4,0.18841281778800614
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,4.564344548271774,4.847737547758402,300-400,50-75,7-10,7-10,<1,>=4,0.0782537892686041
CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl,4.124082047776352,3.7548198047292756,200-300,50-75,5-7,3-5,<1,2-3,0.10196500903199449
CC1=CC=C(C=C1)O,5.041762278253344,4.624060024270084,<200,<50,<3,1-3,1-3,1-2,0.11534083135236153
CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)C[C@H](CO)O,2.5743101274483005,1.8001302529231387,500-600,100-150,5-7,7-10,3-5,0-1,0.21377560090345504
C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,3.4639243591110103,2.021418839744629,200-300,50-75,<3,3-5,<1,0-1,0.39832149395285804
Cc1ccc(C(SCC(N)C(=O)O)(c2ccccc2)c2ccccc2)cc1C,3.4355612650748926,3.0492716186800624,300-400,50-75,7-10,3-5,1-3,>=4,0.1066668147780094
CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C,3.9965540499051397,2.003051197665122,200-300,<50,<3,1-3,1-3,>=4,0.5504693213599038
