SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COc1cc(Cl)c(OC)cc1Cl,4.1340175038310685,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.3617599091636506
CCCSP(=O)(OCC)SCCC,4.08340471828624,3.9945810393223526,200-300,<50,7-10,3-5,<1,3-4,0.024760415722077166
C1COCCN1C=O,2.0433902053643247,0.7039836928957144,<200,<50,<3,1-3,<1,<0,0.3733718582300981
C1=CC2=C3C(=C1)C=CC3=CC=C2,4.271719037459385,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.22036669391845404
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,4.069145492721216,3.6123420602266383,300-400,<50,3-5,1-3,1-3,3-4,0.12733814928377438
CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,3.504292319496325,3.2749914729946883,300-400,75-100,3-5,5-7,<1,0-1,0.06391971545237426
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,3.2314370076989274,2.084755199163509,200-300,75-100,<3,3-5,1-3,2-3,0.31964807820923025
CC(C)(C)C1=NN=C(N(C1=O)N)SC,2.8536216698191272,1.3123162536103137,200-300,50-75,<3,5-7,1-3,1-2,0.4296530306466508
CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,3.692393779274539,4.309154982576856,500-600,75-100,7-10,7-10,1-3,>=4,0.17192784596574376
CCCCOC1=CC=C(C=C1)N,4.311908774338676,4.293989094995731,<200,<50,3-5,1-3,1-3,1-2,0.004995275081074031
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,3.458005993627933,3.0612578074341883,200-300,50-75,<3,3-5,1-3,2-3,0.11059719819904262
COC1=CC(=C(C=C1Cl)OC)Cl,5.13369601553457,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.6404294692059626
