SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CC(C)OC(=O)NC1=CC(=CC=C1)Cl,4.185092161702297,5.296865463046069,200-300,<50,<3,1-3,1-3,3-4,0.32725548280344346
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc2cccc(F)c2F)n1,3.625677259848634,4.348069046945451,400-500,100-150,7-10,7-10,3-5,2-3,0.21263927886545958
Oc1ccccc1Cc1ccccc1O,4.258842179930134,5.363398162503038,200-300,<50,<3,1-3,1-3,3-4,0.32513103248964986
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.3688066729420956,3.6006000007279004,500-600,100-150,>=10,7-10,1-3,>=4,0.06822941089111925
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,3.012983555502143,2.655377710446548,500-600,100-150,7-10,7-10,1-3,>=4,0.10526289247596864
CC(CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,2.7088103972243975,3.0612578074341887,400-500,100-150,7-10,7-10,3-5,2-3,0.10374448392637196
CCC(=O)Nc1ccc(Cl)c(Cl)c1,3.6726950946150216,3.3928489637277615,200-300,<50,<3,1-3,1-3,3-4,0.08237397009218883
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,3.2718118556658755,4.683666307544404,300-400,<50,3-5,1-3,<1,>=4,0.4155857221424963
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NN2C3=CC=CC=C3)C)C(=O)N[C@@H](C)C(C)(C)C,2.2982229394574953,2.933040419609829,400-500,75-100,5-7,5-7,1-3,>=4,0.18686138685667142
CCNc1ccccc1,2.880635902715148,4.033634082553319,<200,<50,<3,1-3,1-3,2-3,0.33939021161811406
CCN(CC)C(=S)SSC(=S)N(CC)CC,3.7340305287131588,4.296070764077701,200-300,<50,3-5,3-5,<1,3-4,0.1654390767945873
Nc1cc(Cl)cc(Cl)c1,2.7327175368969168,5.393919458287381,<200,<50,<3,1-3,1-3,2-3,0.7833367814908501
CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,4.6116340708810775,5.998935073111827,300-400,50-75,7-10,5-7,1-3,>=4,0.4083583035588139
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],2.8144577311490457,0.9383807215534246,200-300,75-100,3-5,5-7,<1,<0,0.552231724587721
CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl,2.863913633744133,2.6905119681290026,200-300,<50,<3,1-3,1-3,3-4,0.05104156191843469
COC1=C(C=C(C=C1)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O)OC,4.383330863865615,2.858547243087515,300-400,50-75,7-10,5-7,1-3,3-4,0.4488269320601588
C(CCl)Cl,5.3861871587517856,4.012689035209935,<200,<50,<3,<1,<1,1-2,0.4042953639973462
CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)C[C@H](CO)O,2.884962501837214,1.8001302529231387,500-600,100-150,5-7,7-10,3-5,0-1,0.3193252625782797
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,3.4663999312453204,4.565980400356549,200-300,<50,<3,1-3,1-3,2-3,0.3236664676740285
CCNC(=O)OC1CCN(CC1)C2=NN=CC3=CC(=C(C=C32)OC)OC,3.6498704993173785,5.107673985224389,300-400,75-100,5-7,7-10,1-3,1-2,0.429111027433753
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,3.3981800397516615,2.824560326210862,300-400,50-75,<3,5-7,<1,1-2,0.16884754839271157
CC(C)O,4.488353174530851,1.3360054569004634,<200,<50,<3,1-3,1-3,0-1,0.9279077605574524
C1=Cc2cccc3cccc1c23,3.325648373842471,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.04578493911747833
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,2.580288200319029,1.9853886174483968,300-400,100-150,<3,5-7,3-5,1-2,0.17511137385345193
C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,3.2486103379446174,2.7184285063678635,200-300,<50,<3,<1,<1,>=4,0.15606141203116994
C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl,2.266413038409561,2.0970174392014087,200-300,75-100,3-5,5-7,1-3,0-1,0.049862358213350486
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,3.713341372752199,3.086667844147708,200-300,50-75,5-7,3-5,<1,3-4,0.18446417800798273
Clc1cccc(Cl)c1Cl,4.447477880237553,2.9322274153361185,<200,<50,<3,<1,<1,>=4,0.44602080465514926
O=[N+]([O-])c1ccccc1,4.230395783276294,3.0810767052953945,<200,<50,<3,1-3,<1,1-2,0.3383072514020977
CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,4.589367020868275,4.367618078184806,400-500,50-75,5-7,5-7,<1,>=4,0.06527280085905997
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C,4.027822132443552,4.847737547758402,300-400,50-75,7-10,7-10,<1,>=4,0.24134579843978377
C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,2.8804172808934942,1.806418170236714,400-500,100-150,3-5,7-10,1-3,2-3,0.31613647949958684
CCCCCCCCC,1.3162141011342459,2.399200311773536,<200,<50,5-7,<1,<1,>=4,0.3187818728906894
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.526466677247894,3.280747969380977,200-300,<50,<3,1-3,1-3,2-3,0.22202609842156198
COC(=O)C=C(C)OP(=O)(OC)OC,2.039282516800662,2.5617295641011073,200-300,50-75,5-7,5-7,<1,0-1,0.15378464341326523
COC1=C(C=CC(=C1C(=O)O)Cl)Cl,3.738234611007657,0.974359502990924,200-300,<50,<3,1-3,1-3,2-3,0.8135590967953602
CN1CCN(c2cc(Cl)c3[nH]c(Nc4ccc(Br)cn4)nc3c2)CC1,3.2144281430532975,3.1738240641526563,400-500,50-75,3-5,5-7,1-3,3-4,0.011951993655862839
CC1=CC(=C(C=C1)C(C)(C)C)O,4.6864058010673215,4.528232984567794,<200,<50,<3,1-3,1-3,3-4,0.04655888153400397
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,3.027003808708572,2.600247446345537,300-400,75-100,3-5,3-5,1-3,1-2,0.12561765895597135
CCCCCCCCN(C)C,2.99219659055784,4.5043184018182485,<200,<50,7-10,1-3,<1,2-3,0.44509987135284634
CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O,2.215967118056244,3.3755967986580426,200-300,50-75,3-5,3-5,1-3,3-4,0.3413422237607777
c1ccc2c(c1)Cc1ccccc1-2,4.08485397127459,3.457424710324947,<200,<50,<3,<1,<1,>=4,0.18468663123040144
CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C,4.307675104052917,4.128153220694453,300-400,<50,5-7,3-5,<1,>=4,0.05284307559935872
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,3.1125450917959547,3.789925425497272,300-400,<50,5-7,5-7,<1,3-4,0.19938995465986406
CCC(C)c1ccc(O)cc1,3.892194129938196,3.9003153171265224,<200,<50,<3,1-3,1-3,3-4,0.0023905080568498425
C(C(F)(F)F)(C(F)(F)F)F,2.2805784715006734,2.627824938988848,<200,<50,<3,<1,<1,1-2,0.10221356299191663
CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC,2.521632800524064,2.669932366488085,200-300,50-75,<3,3-5,1-3,1-2,0.0436526457331163
CCS(=O)(=O)c1ccc2oc(-c3ccc4ccccc4c3)nc2c1,3.7399181523934244,2.0630085059282193,300-400,50-75,3-5,3-5,<1,3-4,0.4936059134613399
CC1=CC(=C(C=C1)OC)N,3.890711659284737,3.9257321837465176,<200,<50,<3,1-3,1-3,1-2,0.0103084492377336
CC(CN1C(C)Cc2c([nH]c3ccccc23)C1c1ccc(Cl)cc1)C(=O)O,3.944402315980946,4.086293909171261,300-400,50-75,3-5,1-3,1-3,>=4,0.04176643006188568
C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,3.1307844224023422,1.643385516382693,200-300,<50,<3,3-5,1-3,1-2,0.4378225727515133
CC1=C(C(=CC=C1)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C,3.4967452535269934,3.6327328488112807,400-500,>=150,7-10,>=10,1-3,3-4,0.04002856166472915
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,4.739544365244312,2.5134599304809226,400-500,50-75,<3,3-5,<1,3-4,0.6552579879182255
C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC,2.8582662725490837,1.7580465376935106,200-300,50-75,5-7,5-7,<1,0-1,0.3238546384275015
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,2.805235400493127,1.965984476132442,200-300,50-75,5-7,3-5,1-3,0-1,0.24703729268631489
CCS(=O)(=O)c1ccc(C(N=C(C)O)C(=O)Nc2cc(-c3cc(C#N)cc(F)c3OC)cs2)cc1,2.4709708143329787,2.6730991333599206,500-600,100-150,7-10,7-10,1-3,>=4,0.059497381841657246
CC(C)N(C(=O)CCl)c1ccccc1,4.9145781417078584,5.18367899998282,200-300,<50,3-5,1-3,<1,2-3,0.0792110506621735
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,2.495406872270824,2.9531536328672403,200-300,50-75,3-5,3-5,1-3,3-4,0.13473982237173063
Cc1ccc(C)c(C)c1,4.128416797423791,3.207324403353169,<200,<50,<3,<1,<1,3-4,0.2711276982131402
COc1cc(Cl)c(OC)cc1Cl,4.0361791773548426,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.35319960647013515
C=CC(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,2.7736303189538654,3.2749914729946883,500-600,100-150,>=10,7-10,1-3,>=4,0.14757791568317924
COc1ccc(C(CCCN)(c2ccccc2)c2ccccc2)cc1,3.1318807690901993,0.8207265198063668,300-400,<50,7-10,1-3,1-3,>=4,0.6802986712924692
COC(=O)NC1=NC2=CC=CC=C2N1,3.5341062403769654,4.128153220694453,<200,50-75,<3,3-5,1-3,1-2,0.17486040644864786
C(CNCCN)N,1.8137731705707294,1.8076710230351154,<200,50-75,3-5,3-5,3-5,<0,0.001796194633826451
Cc1cc2c(cc1O)CCN(CC(C)C)[C@@H]2c1ccc(/C=C/C(=O)O)cc1,3.584951916609939,3.789925425497272,300-400,50-75,5-7,3-5,1-3,>=4,0.06033487630235743
CC[C@@H]1C[C@@H]2[C@@H](CC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)NS1(=O)=O,0.901333101636861,0.567181382230949,500-600,75-100,3-5,5-7,1-3,>=4,0.09835906486656072
CCn1c([C@@H](C)NS(=O)(=O)c2ccc(C#N)nc2)nc2cnc(C3CC3)cc21,1.2285912247706967,0.41135439880839647,300-400,100-150,5-7,7-10,1-3,2-3,0.24055734358955363
CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,3.443314284793528,5.552859967556872,300-400,50-75,5-7,3-5,1-3,>=4,0.6209542809439808
CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,2.45041627352331,1.0436381581317689,200-300,50-75,<3,3-5,1-3,<0,0.414091479614893
C[C@@H]1Cc2cc(O)ccc2[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,4.256625630704825,5.295590652439659,400-500,50-75,5-7,3-5,1-3,>=4,0.30582403750185894
CC(=O)Nc1ccc(O)cc1,2.6795019524055173,0.649946912270624,<200,<50,<3,1-3,1-3,0-1,0.5974086747115849
CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl,3.580124174247434,3.640774151623198,200-300,50-75,3-5,5-7,<1,2-3,0.017852594233135264
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1.9198023684878378,1.474454769386837,200-300,75-100,5-7,3-5,1-3,2-3,0.13109007329371658
