SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COC=C(C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,3.8584773398025884,4.4237667316091045,400-500,100-150,7-10,7-10,<1,2-3,0.1713941211032108
C[C@@H](CN1[C@H](C)Cc2c([nH]c3ccccc23)[C@H]1c1ccc(Cl)cc1)C(=O)O,3.512319931309919,4.086293909171261,300-400,50-75,3-5,1-3,1-3,>=4,0.17402726266855192
O=[N+]([O-])c1ccccc1,4.6432333962197365,3.081076705295394,<200,<50,<3,1-3,<1,1-2,0.4736414249891317
Oc1ccccc1O,4.830300947080417,4.687891364891228,<200,<50,<3,1-3,1-3,0-1,0.0431781765760533
Clc1ccc(Cl)cc1,3.7616121140346923,5.804408801706431,<200,<50,<3,<1,<1,3-4,0.6193700924709481
C1=CC=C2C(=C1)N=C(S2)SCSC#N,3.337928507977882,4.334820764847144,200-300,<50,3-5,5-7,<1,3-4,0.3022548710045225
CCCSC(=O)N(CCC)CCC,3.7558039159667858,4.172260856834855,200-300,<50,5-7,1-3,<1,3-4,0.12626854915728816
CNC(=O)Oc1ccccc1OC(C)C,3.643990843725521,2.9206382762063954,200-300,<50,3-5,3-5,1-3,1-2,0.21931842230665122
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,3.768986375452973,3.7440432160689308,300-400,50-75,5-7,3-5,1-3,3-4,0.007562694333433561
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,3.952996679691133,4.964426385618068,300-400,75-100,7-10,7-10,<1,1-2,0.3066625838334505
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,1.6125406757265952,1.474454769386837,200-300,75-100,5-7,3-5,1-3,2-3,0.041867250468311946
CCCCCCCCn1sccc1=O,4.015736201235996,3.507462368162881,200-300,<50,7-10,3-5,<1,2-3,0.15410716734119073
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,2.3524125435383128,1.4991894926346008,400-500,75-100,<3,5-7,1-3,>=4,0.2586947801148462
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,3.3321181704791694,3.6137144581226854,200-300,50-75,5-7,5-7,<1,2-3,0.08537918617639102
C1=CC(=CC=C1[C@H]([C@@H](CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],2.9896662561433964,1.0436381581317689,300-400,100-150,5-7,5-7,3-5,1-2,0.5900301338310224
CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,3.914289740967734,4.364386330371385,300-400,50-75,7-10,5-7,<1,3-4,0.136467994040822
CC(C)(c1ccccc1)c1ccc(O)cc1,5.2273172612775305,4.251418963806454,200-300,<50,<3,1-3,1-3,3-4,0.29588956277181433
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,3.7418658808340957,1.9378037810571842,500-600,100-150,>=10,>=10,1-3,3-4,0.5469864506367915
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,3.915175821893435,2.7234519298767377,300-400,<50,<3,1-3,<1,3-4,0.3613272635758405
CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,2.6566884545625054,1.9378037810571842,300-400,50-75,<3,3-5,1-3,2-3,0.21796376966540648
C(C(F)(F)F)F,3.052457837171218,0.22870748389392712,<200,<50,<3,<1,<1,0-1,0.856153002390843
C(CCl)OP(=O)(OCCCl)OCCCl,4.467887786747991,1.8229951818212897,200-300,<50,7-10,3-5,<1,1-2,0.8019238464481095
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.389641135574405,1.3279465048795942,300-400,75-100,<3,3-5,<1,2-3,0.3219027647527802
CC(C)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,4.3671762209617695,2.7890647440831073,300-400,50-75,5-7,3-5,1-3,>=4,0.4784788702970854
Cc1cn2c(-c3cn[nH]c3)cnc2c(=Nc2cc(C(NC(C)(C)C)c3ccccn3)ns2)[nH]1,3.212742210336849,3.4347204839571255,400-500,100-150,5-7,7-10,3-5,>=4,0.06730317544005399
Nc1nc2nc[nH]c2c(=S)[nH]1,2.0702030784243903,1.9465596523680775,<200,75-100,<3,3-5,3-5,<0,0.037488331899150455
