SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,3.8226304913749187,3.5745569271098394,400-500,75-100,7-10,5-7,1-3,3-4,0.07351492203878693
CCOC(=O)c1ccc(O)cc1,5.240108854457311,4.987951497816011,<200,<50,<3,3-5,1-3,2-3,0.07472512627417115
CN1CN(C(=S)SC1)C,3.739702299976059,3.4843186073711023,<200,<50,<3,3-5,<1,0-1,0.07568122910415954
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,2.63973007422019,2.655377710446548,500-600,100-150,7-10,7-10,1-3,>=4,0.0046370711070317806
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,2.050333914925747,1.9378037810571844,300-400,50-75,<3,3-5,1-3,2-3,0.03334754367265785
CCNc1nc(Cl)nc(NC(C)C)n1,3.5152286045661434,2.821233560373706,200-300,50-75,3-5,5-7,1-3,2-3,0.20566073503339968
COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,5.226153019322173,6.089416461728909,300-400,75-100,>=10,5-7,1-3,2-3,0.25582227939311114
CCN1CCC2(CC1)COc1cc3c(cc12)N(C(=O)c1ccc(-c2ccc(-c4nnc(C)o4)cc2C)cc1)CC3,3.092279917405316,2.5518637282315644,500-600,50-75,3-5,5-7,<1,>=4,0.16014868062747142
CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,2.9900670442702095,2.8349230581323863,200-300,<50,<3,3-5,<1,1-2,0.045975870421732894
CCCN(CCC)C(=O)SCCC,5.392498808588453,4.172260856834855,200-300,<50,5-7,1-3,<1,3-4,0.36160925956656814
CCC(=O)C,3.45170763106308,4.870630406879055,<200,<50,<3,1-3,<1,0-1,0.42048816266334554
C1[C@H]([C@H](CN1C(=O)[C@@H]([C@H](CC2=CC=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)Cl)O)O)O,2.548520357676873,1.84333733145567,400-500,100-150,5-7,5-7,5-7,0-1,0.20897621779776704
CNS(=O)(=O)c1cc(-c2sc(NC(C)=O)nc2C)cc2c1C(=O)N(C(C)C1CC1)C2,1.7153990388698799,0.8207265198063667,400-500,100-150,5-7,5-7,1-3,2-3,0.26513014671292734
CCc1ccc(O)c(C(C)(C)C)c1,4.2813327939323385,5.562674259796112,<200,<50,<3,1-3,1-3,3-4,0.3797168724813628
CCOC1=CC2=CC=CC=C2OC1=O,4.571178054122362,4.206955728268953,<200,<50,<3,3-5,<1,1-2,0.10793482154869079
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,4.098426168886052,4.431060923804295,300-400,50-75,5-7,7-10,<1,2-3,0.09857405865735737
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,4.390161881513454,4.364386330371385,300-400,50-75,7-10,5-7,<1,3-4,0.007638410155993881
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,2.7981243001692304,4.683666307544404,300-400,<50,3-5,1-3,<1,>=4,0.5587676142909204
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,5.268596297043541,3.249656482282344,200-300,<50,<3,1-3,1-3,3-4,0.598299151797471
CC(C)(C)C1=NN=C(N(C1=O)N)SC,2.0854453227391616,1.312316253610314,200-300,50-75,<3,5-7,1-3,1-2,0.22911156781782044
CCOC1=NC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)NC,1.8337141598987303,1.3205016404694867,400-500,>=150,7-10,>=10,3-5,1-2,0.15208705718782328
CC(C)(C)NC(=O)NCCN1CCC(CC1)(CNC(=O)C2=CC(=CC(=C2)Cl)Cl)CO,2.7975023922510376,2.9451568267153836,400-500,75-100,7-10,3-5,3-5,2-3,0.04375639246561821
C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,3.5974961341409286,3.0949963717650415,<200,<50,3-5,1-3,<1,3-4,0.14891240412903772
CC(C)N(C1=CC=CC=C1)C(=O)CCl,4.85270930970395,5.18367899998282,200-300,<50,3-5,1-3,<1,2-3,0.09808062801908786
Cc1ccc(C)c(O)c1C,4.820930368711523,5.600995681169267,<200,<50,<3,1-3,1-3,2-3,0.23116707659029476
CCCCCCOC1=CC=C(C=C1)N,4.415639068324739,5.312037759993743,<200,<50,5-7,1-3,1-3,3-4,0.26564168628343354
C1=C(C=C(C(=C1Br)O)Br)C#N,4.007917344411962,3.045163365618585,200-300,<50,<3,1-3,1-3,2-3,0.28530562659187025
C1CN(CCC1CC2=CC=C(C=C2)F)CCS(=O)C3=CC4=C(C=C3)NC(=O)O4,3.9694568609607543,2.6748541246582795,400-500,50-75,5-7,3-5,1-3,>=4,0.38364676023592686
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,1.6797533807825278,1.474454769386837,200-300,75-100,5-7,3-5,1-3,2-3,0.06083885421704304
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,2.8980992275108877,2.7184285063678635,200-300,<50,<3,<1,<1,>=4,0.05324420236639207
C1=Cc2cccc3cccc1c23,3.4966813542960975,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.004590193907625831
C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,3.7541017750623356,4.970271451552798,200-300,<50,<3,1-3,<1,>=4,0.36040365372264144
C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,2.9714993097927693,3.274991472994688,500-600,75-100,>=10,7-10,1-3,>=4,0.08993784881218209
CCOC(=O)c1ccc(N)cc1,3.3727146219928685,5.819630602548275,<200,50-75,<3,3-5,1-3,1-2,0.7251269923859217
CC(O)=Nc1nc(C)c(-c2cc3c(c(S(C)(=O)=O)c2)C(=O)N([C@@H](C)C2CC2)C3)s1,2.272431073193085,0.7019681610657231,400-500,75-100,5-7,5-7,1-3,3-4,0.4653960565765179
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,3.6255554383383726,1.9378037810571844,500-600,100-150,>=10,>=10,1-3,3-4,0.5001537825017082
CCC1OC=CC(=O)C1=O,3.998074221402891,5.33314527235854,<200,<50,<3,3-5,<1,0-1,0.39563927143147787
FCC(F)(F)F,2.6136863422133993,0.22870748389392712,<200,<50,<3,<1,<1,0-1,0.7067723453441429
COC[C@H](C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,5.719208260392186,2.934393959619913,300-400,50-75,7-10,3-5,1-3,>=4,0.8252608730006114
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,3.730090593147823,4.597751394682993,300-400,50-75,<3,3-5,<1,>=4,0.2571254070135855
CC(=CC(O)OC)O[P+](O)(OC)OC,3.7333296815098764,2.5617295641011073,200-300,75-100,5-7,5-7,1-3,0-1,0.34719576649410683
CCOC1=CC2=C(C=C1)NC(C=C2C)(C)C,4.22865627054936,3.678111386004775,200-300,<50,<3,1-3,1-3,3-4,0.16315025095902735
COC(C)(C)C,2.778389704039941,2.549878826883233,<200,<50,<3,1-3,<1,0-1,0.06771765209629364
O=C1OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,4.7117130039019575,4.800735489267813,300-400,50-75,<3,3-5,1-3,2-3,0.026381211116783217
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.9217969384229248,4.443699119055233,200-300,<50,<3,1-3,1-3,3-4,0.15466217948180597
CCN1CCN(CC1)C2=CC=C(C=C2)NC3=CC(=NC=N3)N(C)C(=O)NC4=C(C(=CC(=C4Cl)OC)OC)Cl,2.7871737381639945,4.309154982576856,500-600,75-100,7-10,7-10,1-3,>=4,0.45102884242816377
CS(=O)(=O)c1ccc(C(CC2CCC(=O)C2)C(=O)Nc2cnccn2)cc1Cl,2.576479455346252,2.828928766584521,400-500,100-150,5-7,5-7,1-3,1-2,0.07481164504330581
CC1=C(C=C(C=C1)N)O,4.818382207128613,3.73071213771587,<200,<50,<3,1-3,1-3,0-1,0.32232366473099255
CC1=CC(=C(C=C1)O)C(C)(C)C,5.55713721148704,3.992235606361313,<200,<50,<3,1-3,1-3,3-4,0.46374800088033713
C(=C(Cl)Cl)(Cl)Cl,4.502664839372131,0.1305260661515327,<200,<50,<3,<1,<1,3-4,1.295653738874888
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,3.0807829253271515,3.7548198047292756,200-300,50-75,5-7,3-5,<1,2-3,0.19974626795608813
CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,2.9994227907772193,2.8801992484742773,400-500,75-100,7-10,3-5,1-3,>=4,0.03533108996742294
CC(=O)Nc1ccc(O)cc1,3.2041048664534766,0.649946912270624,<200,<50,<3,1-3,1-3,0-1,0.756907425556475
COc1ccc(C(SC[C@H](N)C(=O)O)(c2ccccc2)c2ccccc2)cc1,3.251824580731809,2.819869414396008,300-400,50-75,7-10,3-5,1-3,>=4,0.12800699047277625
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,3.178851714126668,2.201094789505169,200-300,75-100,3-5,5-7,1-3,2-3,0.2897516480620498
C[C@@H](Nc1cc(F)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,2.3947706950765197,3.4509902175913845,400-500,75-100,5-7,5-7,1-3,>=4,0.31300350798585813
CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,3.089657754316413,3.6414413504985506,200-300,50-75,3-5,5-7,1-3,2-3,0.16351733477036778
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,2.3374112235237896,3.019904653285736,300-400,50-75,5-7,5-7,<1,2-3,0.20225230942915343
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.95039510645453,2.630394674066566,300-400,<50,5-7,3-5,1-3,>=4,0.39117319560287483
CC1(CCCCC1)C(=O)NC2=C(C(=C(C=C2)O)Cl)Cl,3.58554590590636,4.507970292799597,300-400,<50,<3,1-3,1-3,3-4,0.27335422494543443
Cn1c(=O)c2[nH]cnc2n(C)c1=O,3.015329977344693,1.0924268113183644,<200,50-75,<3,5-7,1-3,<0,0.5698393408316151
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,2.9503005541907963,2.8816261821451543,400-500,100-150,7-10,5-7,3-5,1-2,0.020351185431444603
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,4.364996202288492,3.5866069434349686,400-500,<50,7-10,3-5,1-3,>=4,0.2306703894466562
CCN(CC)C(=O)C1=CC=CC(=C1)C,3.6232648979583697,2.3665647486203745,<200,<50,3-5,1-3,<1,2-3,0.3724145850784617
CCCC1=CC(=C(C=C1)O)OC,5.09811749598621,4.152452765609863,<200,<50,3-5,1-3,1-3,2-3,0.28024134346762325
CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,1.4131918363308997,0.6859522691495428,200-300,75-100,3-5,3-5,1-3,0-1,0.21551252445315253
C(CCC(=O)NN)CC(=O)NN,1.6934617445472517,0.928677592965336,<200,100-150,5-7,3-5,3-5,<0,0.22663860797342814
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,2.739981630632877,1.8064181702367141,300-400,50-75,3-5,1-3,1-3,3-4,0.27665521399913645
CC1(CCC(=CC2=CC=C(C=C2)Cl)C1(CN3C=NC=N3)O)C,2.5697567599302733,2.8073540561648045,300-400,50-75,3-5,3-5,1-3,3-4,0.07041035090157288
COC1CCC(n2nc(C)c(C(O)=N[C@@H](C)C(C)(C)C)c2NS(=O)(=O)c2ccc(C)cc2)CC1,2.6630702599357265,2.3184072597381764,400-500,100-150,7-10,5-7,1-3,>=4,0.10213854774990247
C(=C(Cl)Cl)Cl,4.4076823378200505,3.3651008019845494,<200,<50,<3,<1,<1,2-3,0.30896198292263893
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],2.917276690107529,0.9383807215534246,200-300,75-100,3-5,5-7,<1,<0,0.5864324289535086
Oc1ccccc1Cc1ccccc1O,4.089772606245132,5.363398162503038,200-300,<50,<3,1-3,1-3,3-4,0.37743031488376405
CC(C)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c1ccc(/C=C/C(=O)O)cc1,4.321960174349547,4.44220292070873,300-400,50-75,5-7,3-5,1-3,>=4,0.03563312419246469
COCCOC[C@H](CC1(CCCC1)C(=O)NC2CCC(CC2)C(=O)O)C(=O)OC3=CC4=C(CCC4)C=C3,4.330305920252322,3.265128731014349,500-600,100-150,>=10,5-7,1-3,3-4,0.31565805190209384
CCCCCCCC1CCC(=O)O1,4.267049211478889,3.222649535457106,<200,<50,5-7,1-3,<1,3-4,0.30950077646336166
C1=CC=C(C=C1)NC2=CC=C(C=C2)O,4.262504301031039,5.2578959688614875,<200,<50,<3,1-3,1-3,2-3,0.2949775848764807
CN=C1C=NN(c2cccc(C(F)(F)F)c2)C(=O)C1Cl,2.315785252245076,3.374726327748756,300-400,<50,<3,3-5,<1,2-3,0.313810021797154
C(C(=O)O)OC1=NC(=C(C(=C1Cl)N)Cl)F,2.247596278507387,1.7150298353152096,200-300,75-100,3-5,3-5,1-3,1-2,0.15782246152561225
CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,1.7866178298778626,1.3279465048795942,300-400,75-100,<3,3-5,<1,2-3,0.1359241433022832
C1CN(CCN1CCC2=CC(=O)N(C3=C2C=CC(=C3)F)CC(=O)N)C4=NC=CC5=C4C=CS5,2.64446284884036,2.9424769503830155,400-500,75-100,5-7,7-10,1-3,2-3,0.08831446230988606
C[C@]12CC[C@H]3C(=CCC4=C3C=CC(=C4)O)[C@@H]1CCC2=O,4.661265752819206,3.249656482282344,200-300,<50,<3,1-3,1-3,3-4,0.41832085486488235
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,2.4781620879218673,1.5177655078946732,200-300,75-100,<3,5-7,1-3,2-3,0.28460702742019434
CCCCCCCC[Si](OCC)(OCC)OCC,3.3104012940140346,3.3721103594482438,200-300,<50,>=10,3-5,<1,>=4,0.018287063951863757
CCC(C)(C)C1=CC(=C(C=C1O)C(C)(C)CC)O,3.8662563168528976,3.4013647009968278,200-300,<50,3-5,1-3,1-3,>=4,0.13776748440484915
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,3.3710965541511135,4.462948686380335,300-400,<50,<3,1-3,<1,3-4,0.3235629907463442
C#CCN1C(=O)COC2=CC(=C(C=C21)N3C(=O)C4=C(C3=O)CCCC4)F,3.9646587583278126,3.100510435676908,300-400,50-75,<3,3-5,<1,2-3,0.2560845076654239
CC#CC1=NC(=NC(=C1)C)NC2=CC=CC=C2,4.197050799421354,3.4843186073711023,200-300,<50,<3,3-5,1-3,3-4,0.21121336200547217
