SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COc1cc(Cl)c(OC)cc1Cl,4.016385282064175,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.3211935509397884
CCCSP(=O)(OCC)SCCC,4.707681307398125,3.9945810393223526,200-300,<50,7-10,3-5,<1,3-4,0.19408493112425132
C1COCCN1C=O,2.209256433276769,0.7039836928957144,<200,<50,<3,1-3,<1,<0,0.40969099188310343
C1=CC2=C3C(=C1)C=CC3=CC=C2,4.039502552149383,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.15195574679830381
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,4.266561988990722,3.6123420602266383,300-400,<50,3-5,1-3,1-3,3-4,0.1780594335729485
CC1=CC=C(C=C1)C2=C(N=C(N2S(=O)(=O)N(C)C)C#N)Cl,3.830809888280784,3.2749914729946883,300-400,75-100,3-5,5-7,<1,0-1,0.15127743415310255
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,2.4005795351294505,2.084755199163509,200-300,75-100,<3,3-5,1-3,2-3,0.08595810047683072
CC(C)(C)C1=NN=C(N(C1=O)N)SC,2.7736542958843824,1.3123162536103137,200-300,50-75,<3,5-7,1-3,1-2,0.39773325853507296
CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,4.1285605018390585,4.309154982576856,500-600,75-100,7-10,7-10,1-3,>=4,0.04915250901531133
CCCCOC1=CC=C(C=C1)N,4.115674942353487,4.293989094995731,<200,<50,3-5,1-3,1-3,1-2,0.04853187073878902
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,2.8334117967774812,3.0612578074341883,200-300,50-75,<3,3-5,1-3,2-3,0.062012986483050335
COC1=CC(=C(C=C1Cl)OC)Cl,5.111433545736747,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.6192334989629731
CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,4.673006074811846,6.208868659306983,400-500,50-75,5-7,3-5,<1,>=4,0.4180166482511817
O=C(C=Cc1cccc(S(=O)(=O)Nc2ccccc2)c1)NO,3.82919410724975,1.0228141710742014,300-400,75-100,5-7,3-5,3-5,2-3,0.7638141240513969
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,2.4738663858897882,2.669932366488085,200-300,50-75,<3,3-5,1-3,1-2,0.053363396486881924
CCC1CC2C(CCC3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OCC23)NS1(=O)=O,0.9168374481927245,0.567181382230949,500-600,75-100,3-5,5-7,1-3,>=4,0.09516610288548781
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,3.974610364793565,2.630394674066566,300-400,<50,5-7,3-5,1-3,>=4,0.36585599729877794
CCS(=O)(=O)C1=CC2=C(C=C1)OC(=N2)C3=CC4=CC=CC=C4C=C3,3.9341200018493954,2.0630085059282193,300-400,50-75,3-5,3-5,<1,3-4,0.5092615471756751
CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,4.165753393651008,4.101565892209391,300-400,100-150,3-5,7-10,1-3,2-3,0.01746995107707685
CC(=O)Nc1nc(C)c(-c2cc3c(c(S(C)(=O)=O)c2)C(=O)N(C(C)C2CC2)C3)s1,2.36327937294312,0.7019681610657231,400-500,75-100,5-7,5-7,1-3,3-4,0.4521600770158593
N#Cc1cccnc1N1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,5.235851375292449,5.966859049472992,400-500,100-150,3-5,5-7,1-3,2-3,0.19895880067114824
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,3.587500166668438,3.742838616914527,300-400,50-75,3-5,3-5,1-3,3-4,0.04227855992582036
CN(CCCC(=O)c1cccnc1)N=O,2.1927035048162864,2.5294045518741006,200-300,50-75,5-7,3-5,<1,1-2,0.091640127557399
CCCC1=CC(=C(C=C1)O)OC,5.214282632085058,4.152452765609863,<200,<50,3-5,1-3,1-3,2-3,0.28899887677312325
C1CN(CCN1CCC2=CC(=O)N(C3=C2C=CC(=C3)F)CC(=O)N)C4=NC=CC5=C4C=CS5,2.908464741601292,2.942476950383015,400-500,75-100,5-7,7-10,1-3,2-3,0.009257123428935476
CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C,5.0875159512282595,5.069070685216515,300-400,<50,7-10,3-5,1-3,3-4,0.005020259202984351
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,3.986674751068359,4.847737547758402,300-400,50-75,7-10,7-10,<1,>=4,0.23435598199983362
CCCCC(CN1C=NC=N1)(C#N)C2=CC=C(C=C2)Cl,4.309904600572815,3.7548198047292756,200-300,50-75,5-7,3-5,<1,2-3,0.15107776450585345
CC1=CC=C(C=C1)O,4.529411732278674,4.624060024270084,<200,<50,<3,1-3,1-3,1-2,0.025760482858532475
CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)C[C@H](CO)O,2.98936694826575,1.8001302529231387,500-600,100-150,5-7,7-10,3-5,0-1,0.3236752704200041
C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl,3.42894177504453,2.021418839744629,200-300,50-75,<3,3-5,<1,0-1,0.3830863683316664
Cc1ccc(C(SCC(N)C(=O)O)(c2ccccc2)c2ccccc2)cc1C,3.2232637785938736,3.0492716186800624,300-400,50-75,7-10,3-5,1-3,>=4,0.04735555136468347
CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C,4.95215553467342,2.003051197665122,200-300,<50,<3,1-3,1-3,>=4,0.8026595105215514
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1,4.09153574541015,4.431060923804295,300-400,50-75,5-7,7-10,<1,2-3,0.09240877309076365
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,2.847313398382775,2.3885175298036643,200-300,<50,<3,3-5,1-3,2-3,0.12487074895308557
CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,3.144901593161031,2.232420674799882,300-400,<50,3-5,3-5,<1,3-4,0.24835048326401574
C1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)O)O)O,5.026845979611392,5.482381695498671,200-300,75-100,<3,3-5,3-5,2-3,0.1239834312237626
c1ccc2c(c1)-c1cccc3cccc-2c13,3.1915773205765485,3.0688542512034256,200-300,<50,<3,<1,<1,>=4,0.03340161199337591
CCNC(=NS(=O)(=O)c1cccc(Cl)c1)N1CC2(C=N1)CCNCC2,1.8430597547713188,2.155580485727476,300-400,75-100,3-5,3-5,1-3,1-2,0.08505895630385792
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,2.271228949706063,4.3146133186036115,200-300,75-100,<3,3-5,1-3,2-3,0.5561491591750627
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.090878349506579,3.2749914729946883,500-600,75-100,>=10,7-10,1-3,>=4,0.05011018014014203
CCNc1nc(NC(C)CC)nc(OC)n1,3.8788434770497484,2.868709879930809,200-300,50-75,5-7,5-7,1-3,3-4,0.2749286718852974
Fc1ccc(CN2CCN(C3=Nn4c(nnc4C(F)(F)F)CC3)CC2)cc1,4.78588443675861,2.343142412490957,300-400,<50,<3,5-7,<1,2-3,0.6648425737009052
C=C(Cl)Cl,3.708314182424018,5.753274138748763,<200,<50,<3,<1,<1,2-3,0.5565779877577708
CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,3.729070159189784,3.5866069434349686,400-500,<50,7-10,3-5,1-3,>=4,0.03877429956957291
CC#Cc1cc(C)nc(Nc2ccccc2)n1,5.1425547325962855,3.484318607371102,200-300,<50,<3,3-5,1-3,3-4,0.45132312882243575
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,2.4924434962267137,1.9853886174483968,300-400,100-150,<3,5-7,3-5,1-2,0.13800543293786602
C[C@@H]1C[C@@H]2[C@@H](CC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)NS1(=O)=O,0.6822314228189297,0.7019681610657231,500-600,75-100,<3,5-7,1-3,>=4,0.005371759982060831
CN1CCN(c2cc(Cl)c3nc(Nc4ccc(Br)cn4)[nH]c3c2)CC1,3.160205948267044,3.1738240641526563,400-500,50-75,3-5,5-7,1-3,3-4,0.0037064508345133586
CC(CO)Nc1nc(SCc2ccco2)nc2[nH]c(=O)sc12,4.1771899624055235,4.25503651548135,300-400,100-150,5-7,7-10,3-5,2-3,0.021187543419036635
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,3.4645010634748443,3.7122421583778804,<200,50-75,<3,3-5,1-3,3-4,0.06742784359154556
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)nc1O,2.87025143614966,1.965984476132442,200-300,100-150,3-5,7-10,1-3,0-1,0.2461148852551395
C[C@H](CO)NC1=NC(=NC2=C1SC(=N2)N)SCC3=C(C(=CC=C3)F)F,2.895140180630598,3.0111742796952568,300-400,75-100,5-7,7-10,3-5,3-4,0.031581070900166694
CO/N=C(\C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)/C4=NOCCO4,4.191258858716944,3.7518379385882503,400-500,75-100,7-10,7-10,<1,>=4,0.11959745751865365
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.4365502508420684,1.327946504879594,300-400,75-100,<3,3-5,<1,2-3,0.30172935183408345
CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,3.5481033562555737,2.1082045054813006,300-400,50-75,3-5,5-7,<1,1-2,0.39189814082178764
CC(C)N(C(=O)CCl)c1ccccc1,5.126013573612616,5.18367899998282,200-300,<50,3-5,1-3,<1,2-3,0.015694833961445685
Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,2.846128380203095,3.2749914729946883,300-400,75-100,3-5,5-7,<1,0-1,0.1167239272687321
CON=C(C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,4.019753033786506,3.7518379385882503,400-500,75-100,7-10,7-10,<1,>=4,0.07291861344970836
C[C@H](CF)CN1[C@H](c2ccc(/C=C/C(=O)O)cc2)c2ccc(O)cc2CC1(C)C,4.98477413525433,3.6006000007279004,300-400,50-75,5-7,3-5,1-3,>=4,0.3767315111077571
CCC1=CC=CC2=C1OC(=C2)C(CNC(C)(C)C)O,4.173979921672486,3.7184368000437407,200-300,<50,3-5,3-5,1-3,3-4,0.12398544684889509
CC1=CC(=C(C=C1)OC)N,3.897705240590164,3.925732183746517,<200,<50,<3,1-3,1-3,1-2,0.007628110064805228
COC1=C(C=C(C=C1)C(=CC(=O)N2CCOCC2)C3=CC=C(C=C3)Cl)OC,4.186074908586994,3.9636527532089056,300-400,<50,5-7,3-5,<1,2-3,0.06053677251244106
CC(C)C1(C(=O)NC(=N1)C2=C(C=CC=N2)C(=O)O)C,1.9482581968268748,0.6859522691495428,200-300,75-100,3-5,3-5,1-3,0-1,0.343562567564421
CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1,5.15244311074375,5.920150591130186,200-300,50-75,>=10,3-5,1-3,3-4,0.20894740911602291
COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)Nc1nc(OCC(F)(F)F)nc(N(C)C)n1,2.947014317819008,3.6327328488112802,400-500,>=150,7-10,>=10,1-3,3-4,0.1866324271864058
CCc1cc2c(cc1CC)CC(NCC(O)c1ccc(O)c3[nH]c(=O)ccc13)C2,3.6499661604469598,2.6281924485456436,300-400,75-100,5-7,3-5,3-5,3-4,0.27809676896358365
CCN(CC)C(=S)SSC(=S)N(CC)CC,3.7712987057238414,4.296070764077701,200-300,<50,3-5,3-5,<1,3-4,0.14282752841528604
O=C(c1ccc(O)cc1)c1ccc(O)cc1O,4.657585706291534,4.001584511406435,200-300,75-100,<3,3-5,3-5,2-3,0.17854424185011292
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,2.066866108221561,1.0436381581317689,200-300,50-75,<3,3-5,1-3,<0,0.27849256985061777
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,2.303836453351692,3.2104082761500496,300-400,50-75,3-5,3-5,1-3,>=4,0.24674220115187226
CCOc1ncc(C)c2c1C(c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2,3.2723509036729794,2.557794902195457,300-400,100-150,5-7,5-7,1-3,3-4,0.19448113896438635
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,4.069065460278888,4.597751394682993,300-400,50-75,<3,3-5,<1,>=4,0.1438927704263295
