SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CC(C)OC(=O)NC1=CC(=CC=C1)Cl,4.048999310927673,5.296865463046069,200-300,<50,<3,1-3,1-3,3-4,0.37072731257408614
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc2cccc(F)c2F)n1,2.946144917700086,4.348069046945451,400-500,100-150,7-10,7-10,3-5,2-3,0.4164962435959945
Oc1ccccc1Cc1ccccc1O,4.744210228627416,5.363398162503038,200-300,<50,<3,1-3,1-3,3-4,0.18395392672068459
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.442912484126763,3.6006000007279004,500-600,100-150,>=10,7-10,1-3,>=4,0.046847227290186796
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,3.1541919524247537,2.655377710446548,500-600,100-150,7-10,7-10,1-3,>=4,0.14819222645660377
CC(CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,2.9584599888571863,3.0612578074341887,400-500,100-150,7-10,7-10,3-5,2-3,0.03054010156043943
CCC(=O)Nc1ccc(Cl)c(Cl)c1,3.8948431516368935,3.3928489637277615,200-300,<50,<3,1-3,1-3,3-4,0.14913695342680158
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,3.3712628030569176,4.683666307544404,300-400,<50,3-5,1-3,<1,>=4,0.3899006503265549
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NN2C3=CC=CC=C3)C)C(=O)N[C@@H](C)C(C)(C)C,2.5036311764190065,2.933040419609829,400-500,75-100,5-7,5-7,1-3,>=4,0.12757276447666785
CCNc1ccccc1,2.7679935224922083,4.033634082553319,<200,<50,<3,1-3,1-3,2-3,0.3760078937309768
CCN(CC)C(=S)SSC(=S)N(CC)CC,3.601316007039164,4.296070764077701,200-300,<50,3-5,3-5,<1,3-4,0.20640399896873032
Nc1cc(Cl)cc(Cl)c1,3.7984348474628815,5.393919458287381,<200,<50,<3,1-3,1-3,2-3,0.4740009343311032
CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,4.465794401557276,5.998935073111827,300-400,50-75,7-10,5-7,1-3,>=4,0.45547923549217434
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],3.1247563900073128,0.9383807215534246,200-300,75-100,3-5,5-7,<1,<0,0.6495481702643194
CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl,3.2589225401292174,2.6905119681290026,200-300,<50,<3,1-3,1-3,3-4,0.16886853084251727
COC1=C(C=C(C=C1)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O)OC,3.9767760670739722,2.858547243087515,300-400,50-75,7-10,5-7,1-3,3-4,0.3322134878453272
C(CCl)Cl,5.699401172829596,4.012689035209935,<200,<50,<3,<1,<1,1-2,0.5011036294271568
CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)C[C@H](CO)O,2.4123009306293306,1.8001302529231387,500-600,100-150,5-7,7-10,3-5,0-1,0.18186917707271938
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,3.674250836806525,4.565980400356549,200-300,<50,<3,1-3,1-3,2-3,0.26492304809818845
CCNC(=O)OC1CCN(CC1)C2=NN=CC3=CC(=C(C=C32)OC)OC,3.247181883750601,5.107673985224389,300-400,75-100,5-7,7-10,1-3,1-2,0.5527317458477311
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,3.5814488554957085,2.824560326210862,300-400,50-75,<3,5-7,<1,1-2,0.2248632594958796
CC(C)O,4.0042631177762065,1.3360054569004634,<200,<50,<3,1-3,1-3,0-1,0.7927100115604608
C1=Cc2cccc3cccc1c23,2.9748995660104898,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.15041388642341177
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,2.4852139493342036,1.9853886174483968,300-400,100-150,<3,5-7,3-5,1-2,0.1484926101504634
C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,3.3864034291997256,2.7184285063678635,200-300,<50,<3,<1,<1,>=4,0.1984480046902044
C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl,3.004299685451388,2.0970174392014087,200-300,75-100,3-5,5-7,1-3,0-1,0.2695435791149836
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,3.5284247993967788,3.086667844147708,200-300,50-75,5-7,3-5,<1,3-4,0.13124113395685758
Clc1cccc(Cl)c1Cl,4.549537635180831,2.9322274153361185,<200,<50,<3,<1,<1,>=4,0.4804850827821374
O=[N+]([O-])c1ccccc1,4.027078511531863,3.0810767052953945,<200,<50,<3,1-3,<1,1-2,0.2810467346364904
CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,4.623599824240523,4.367618078184806,400-500,50-75,5-7,5-7,<1,>=4,0.07604936204268019
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C,3.7534341951787518,4.847737547758402,300-400,50-75,7-10,7-10,<1,>=4,0.32510549336879124
C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,2.535325376596401,1.806418170236714,400-500,100-150,3-5,7-10,1-3,2-3,0.21655031613035763
CCCCCCCCC,1.4732953283833323,2.399200311773536,<200,<50,5-7,<1,<1,>=4,0.2750761895484413
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,3.067851498375909,3.280747969380977,200-300,<50,<3,1-3,1-3,2-3,0.06324920057990904
COC(=O)C=C(C)OP(=O)(OC)OC,1.7023390891298213,2.5617295641011073,200-300,50-75,5-7,5-7,<1,0-1,0.25531546047387615
COC1=C(C=CC(=C1C(=O)O)Cl)Cl,3.3397816015366293,0.974359502990924,200-300,<50,<3,1-3,1-3,2-3,0.7027408958953818
CN1CCN(c2cc(Cl)c3[nH]c(Nc4ccc(Br)cn4)nc3c2)CC1,3.385543255422868,3.1738240641526563,400-500,50-75,3-5,5-7,1-3,3-4,0.06289944371575312
CC1=CC(=C(C=C1)C(C)(C)C)O,4.551034419344048,4.528232984567794,<200,<50,<3,1-3,1-3,3-4,0.0067740555532207055
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,2.010147538088129,2.600247446345537,300-400,75-100,3-5,3-5,1-3,1-2,0.1753121941540789
CCCCCCCCN(C)C,2.907028481117708,4.5043184018182485,<200,<50,7-10,1-3,<1,2-3,0.4745372720445447
CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=C2C(=O)O,2.494075545464448,3.3755967986580426,200-300,50-75,3-5,3-5,1-3,3-4,0.26189027133928955
c1ccc2c(c1)Cc1ccccc1-2,3.767534024683476,3.457424710324947,<200,<50,<3,<1,<1,>=4,0.09213006741240798
CC(C)(C)C1=CC=C(C=C1)OC2CCCCC2OS(=O)OCC#C,3.958930528384842,4.128153220694453,300-400,<50,5-7,3-5,<1,>=4,0.05027420115530249
CCCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,3.098067999069764,3.789925425497272,300-400,<50,5-7,5-7,<1,3-4,0.20554323390250745
CCC(C)c1ccc(O)cc1,4.305026423152071,3.9003153171265224,<200,<50,<3,1-3,1-3,3-4,0.12023521949932853
C(C(F)(F)F)(C(F)(F)F)F,1.1845815274388876,2.627824938988848,<200,<50,<3,<1,<1,1-2,0.4287717480323224
CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC,2.60121148440388,2.669932366488085,200-300,50-75,<3,3-5,1-3,1-2,0.020416218429795848
CCS(=O)(=O)c1ccc2oc(-c3ccc4ccccc4c3)nc2c1,2.737275367361137,2.0630085059282193,300-400,50-75,3-5,3-5,<1,3-4,0.2003172704640141
CC1=CC(=C(C=C1)OC)N,3.663328947265825,3.9257321837465176,<200,<50,<3,1-3,1-3,1-2,0.07795711623885748
CC(CN1C(C)Cc2c([nH]c3ccccc23)C1c1ccc(Cl)cc1)C(=O)O,3.36431972843096,4.086293909171261,300-400,50-75,3-5,1-3,1-3,>=4,0.2144905904526326
C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C,2.952817739629907,1.643385516382693,200-300,<50,<3,3-5,1-3,1-2,0.3890179153415264
CC1=C(C(=CC=C1)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C,2.7921441622295315,3.6327328488112807,400-500,>=150,7-10,>=10,1-3,3-4,0.24972965588304988
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,5.172821462359715,2.5134599304809226,400-500,50-75,<3,3-5,<1,3-4,0.7900670694550489
C/C(=C\C(=O)N(C)C)/OP(=O)(OC)OC,2.62207990003466,1.7580465376935106,200-300,50-75,5-7,5-7,<1,0-1,0.2566948112594485
CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,2.2364628712365513,1.965984476132442,200-300,50-75,5-7,3-5,1-3,0-1,0.08035615707347465
CCS(=O)(=O)c1ccc(C(N=C(C)O)C(=O)Nc2cc(-c3cc(C#N)cc(F)c3OC)cs2)cc1,3.2741197387153522,2.6730991333599206,500-600,100-150,7-10,7-10,1-3,>=4,0.17855661318068122
CC(C)N(C(=O)CCl)c1ccccc1,5.028017818504078,5.18367899998282,200-300,<50,3-5,1-3,<1,2-3,0.04624522540639098
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,2.6865043258576136,2.9531536328672403,200-300,50-75,3-5,3-5,1-3,3-4,0.0792185771042872
Cc1ccc(C)c(C)c1,4.574524933643268,3.207324403353169,<200,<50,<3,<1,<1,3-4,0.40618024415828824
COc1cc(Cl)c(OC)cc1Cl,4.214736462803701,2.8362668362238797,200-300,<50,<3,1-3,<1,3-4,0.4095281687538351
C=CC(=O)Nc1cc(Nc2ncc(C#N)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,3.1639719987644397,3.2749914729946883,500-600,100-150,>=10,7-10,1-3,>=4,0.032982665051774766
COc1ccc(C(CCCN)(c2ccccc2)c2ccccc2)cc1,3.412182060273042,0.8207265198063668,300-400,<50,7-10,1-3,1-3,>=4,0.7698929460835989
COC(=O)NC1=NC2=CC=CC=C2N1,2.4819029278092204,4.128153220694453,<200,50-75,<3,3-5,1-3,1-2,0.4890828602647594
C(CNCCN)N,3.1138437020085994,1.8076710230351154,<200,50-75,3-5,3-5,3-5,<0,0.38804954057892477
Cc1cc2c(cc1O)CCN(CC(C)C)[C@@H]2c1ccc(/C=C/C(=O)O)cc1,3.938770972284911,3.789925425497272,300-400,50-75,5-7,3-5,1-3,>=4,0.04422037528265803
CC[C@@H]1C[C@@H]2[C@@H](CC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)NS1(=O)=O,0.8171196521778783,0.567181382230949,500-600,75-100,3-5,5-7,1-3,>=4,0.07425391174329263
CCn1c([C@@H](C)NS(=O)(=O)c2ccc(C#N)nc2)nc2cnc(C3CC3)cc21,1.1600140919293391,0.41135439880839647,300-400,100-150,5-7,7-10,1-3,2-3,0.2224185627537829
CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,2.69166213093917,5.552859967556872,300-400,50-75,5-7,3-5,1-3,>=4,0.8500304162520704
CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,4.022505685962182,1.0436381581317689,200-300,50-75,<3,3-5,1-3,<0,0.8849887876452327
C[C@@H]1Cc2cc(O)ccc2[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,4.811683432028723,5.295590652439659,400-500,50-75,5-7,3-5,1-3,>=4,0.14376351426280312
CC(=O)Nc1ccc(O)cc1,3.969695310116061,0.649946912270624,<200,<50,<3,1-3,1-3,0-1,0.9862607458869496
CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl,4.022192833534624,3.640774151623198,200-300,50-75,3-5,5-7,<1,2-3,0.11331529641262124
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.125029982588123,1.474454769386837,200-300,75-100,5-7,3-5,1-3,2-3,0.19327874228176226
CCCCSP(=O)(SCCCC)SCCCC,3.3907179299980674,5.766105825364386,300-400,<50,>=10,3-5,<1,>=4,0.7057016245494072
CCN1CCC2(CC1)COC3=C2C=C4C(=C3)CCN4C(=O)C5=CC=C(C=C5)C6=C(C=C(C=C6)C7=NN=C(O7)C)C.Cl,3.743075985284217,2.5518637282315644,500-600,50-75,3-5,5-7,<1,>=4,0.35389606330194096
C(=C(Cl)Cl)Cl,1.839270217419352,3.365100801984549,<200,<50,<3,<1,<1,2-3,0.45330748902750306
CC(C)C1(C(=O)NC(=N1)C2=NC3=CC=CC=C3C=C2C(=O)O)C,2.1421608681829305,1.981186982692312,300-400,75-100,3-5,3-5,1-3,1-2,0.047823571351171254
FC(F)(Cl)C(F)(Cl)Cl,5.020415640833571,0.49602543124307913,<200,<50,<3,<1,<1,3-4,1.3441465822200198
CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O,3.6677020652946024,4.448174329147284,400-500,<50,<3,3-5,1-3,>=4,0.2318697277152088
CCOC1=CC=C(C=C1)N,4.3330996461586615,3.5866069434349686,<200,<50,<3,1-3,1-3,1-2,0.22177477373443782
