SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
CC(C)OC(=O)NC1=CC(=CC=C1)Cl,3.8276020315723684,5.296865463046069,200-300,<50,<3,1-3,1-3,3-4,0.4393117096989193
C[C@H](CO)Nc1cc(NS(=O)(=O)N2CCCCC2)nc(SCc2cccc(F)c2F)n1,3.828887861865587,4.348069046945451,400-500,100-150,7-10,7-10,3-5,2-3,0.15523586116355925
Oc1ccccc1Cc1ccccc1O,4.382841818948899,5.363398162503038,200-300,<50,<3,1-3,1-3,3-4,0.29318764390046703
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,2.993056082738995,3.6006000007279004,500-600,100-150,>=10,7-10,1-3,>=4,0.18165643519840335
C=CC(O)=Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CC(N(C)C)C1,2.830167489703641,2.655377710446548,500-600,100-150,7-10,7-10,1-3,>=4,0.052262375227232864
CC(CO)Nc1cc(NS(=O)(=O)N2CCOCC2)nc(SCc2cccc(Cl)c2F)n1,2.7438675905991095,3.0612578074341887,400-500,100-150,7-10,7-10,3-5,2-3,0.09490009470913942
CCC(=O)Nc1ccc(Cl)c(Cl)c1,4.180512179377738,3.3928489637277615,200-300,<50,<3,1-3,1-3,3-4,0.2355123434788443
CCC(C)N(C)C(=O)c1cc2ccccc2c(-c2ccccc2Cl)n1,3.2311855142030037,4.683666307544404,300-400,<50,3-5,1-3,<1,>=4,0.4342936786956129
CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NN2C3=CC=CC=C3)C)C(=O)N[C@@H](C)C(C)(C)C,2.4825739587785676,2.933040419609829,400-500,75-100,5-7,5-7,1-3,>=4,0.134690067710533
CCNc1ccccc1,3.065122218783214,4.033634082553319,<200,<50,<3,1-3,1-3,2-3,0.28958632851140115
CCN(CC)C(=S)SSC(=S)N(CC)CC,4.232470901393285,4.296070764077701,200-300,<50,3-5,3-5,<1,3-4,0.019016443078885368
Nc1cc(Cl)cc(Cl)c1,2.736654433675941,5.393919458287381,<200,<50,<3,1-3,1-3,2-3,0.7945257576541594
CCOP(=S)(NC(C)C)OC1=CC=CC=C1C(=O)OC(C)C,4.681543638121828,5.998935073111827,300-400,50-75,7-10,5-7,1-3,>=4,0.3939017818388605
CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],2.845569678197375,0.9383807215534246,200-300,75-100,3-5,5-7,<1,<0,0.5702520210564085
CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl,3.232900579390022,2.6905119681290026,200-300,<50,<3,1-3,1-3,3-4,0.16217491229282394
COC1=C(C=C(C=C1)CCO[C@@H]2CCCC[C@H]2N3CC[C@H](C3)O)OC,4.144970030660526,2.858547243087515,300-400,50-75,7-10,5-7,1-3,3-4,0.38464211529276393
C(CCl)Cl,5.271316471777664,4.012689035209935,<200,<50,<3,<1,<1,1-2,0.3763312685717204
CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)C[C@H](CO)O,2.3496351921183716,1.8001302529231387,500-600,100-150,5-7,7-10,3-5,0-1,0.16430270375934247
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,4.115401045884274,4.565980400356549,200-300,<50,<3,1-3,1-3,2-3,0.1347238230585432
CCNC(=O)OC1CCN(CC1)C2=NN=CC3=CC(=C(C=C32)OC)OC,3.488322434630388,5.107673985224389,300-400,75-100,5-7,7-10,1-3,1-2,0.4841882558674302
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,3.2531066543966656,2.824560326210862,300-400,50-75,<3,5-7,<1,1-2,0.12813591905140223
CC(C)O,4.2555766549183085,1.3360054569004634,<200,<50,<3,1-3,1-3,0-1,0.872955650507456
C1=Cc2cccc3cccc1c23,3.7154113789014196,3.4811919035593912,<200,<50,<3,<1,<1,3-4,0.07003193297616087
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,2.7970753367399275,1.9853886174483968,300-400,100-150,<3,5-7,3-5,1-2,0.24269540284835694
C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,3.1967952622234224,2.7184285063678635,200-300,<50,<3,<1,<1,>=4,0.14303229283209223
C1CN(C(=N1)N[N+](=O)[O-])CC2=CN=C(C=C2)Cl,2.311170701825664,2.0970174392014087,200-300,75-100,3-5,5-7,1-3,0-1,0.06403210882795815
C=CCOC(=O)C1=CC=CC=C1C(=O)OCC=C,3.711728717319517,3.086667844147708,200-300,50-75,5-7,3-5,<1,3-4,0.1868940279712678
Clc1cccc(Cl)c1Cl,4.473495751402532,2.9322274153361185,<200,<50,<3,<1,<1,>=4,0.4608412714274134
O=[N+]([O-])c1ccccc1,3.9999233979368625,3.0810767052953945,<200,<50,<3,1-3,<1,1-2,0.27473637664189426
CC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)OC4=CC=C(C=C4)Cl)Cl,4.146566327796342,4.367618078184806,400-500,50-75,5-7,5-7,<1,>=4,0.06609476579546468
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C,4.33346498145533,4.847737547758402,300-400,50-75,7-10,7-10,<1,>=4,0.15376817765568773
C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,2.7073134426622554,1.806418170236714,400-500,100-150,3-5,7-10,1-3,2-3,0.26936887824940225
CCCCCCCCC,1.886708681933793,2.399200311773536,<200,<50,5-7,<1,<1,>=4,0.15323567529715182
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.5105374448770164,3.280747969380977,200-300,<50,<3,1-3,1-3,2-3,0.23029396573802421
COC(=O)C=C(C)OP(=O)(OC)OC,2.016083725462215,2.5617295641011073,200-300,50-75,5-7,5-7,<1,0-1,0.16314882758779337
