SMILES,predict,Clint,MW_range,PSA_range,NRB_range,HBA_range,HBD_range,LogP_range,variance
COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O,5.7077579197687305,6.089416461728909,300-400,75-100,>=10,5-7,1-3,2-3,0.1069512347893805
CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,4.738984910845779,4.489575995561223,200-300,50-75,7-10,5-7,<1,2-3,0.06989124708217946
FC(F)(F)Br,0.1286421740325176,2.627824938988848,<200,<50,<3,<1,<1,1-2,0.7003398412193956
CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,3.7088647359860683,5.552859967556872,300-400,50-75,5-7,3-5,1-3,>=4,0.5167382497174771
C[C@@H]1Cc2cc(O)ccc2[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,3.988771723738076,5.295590652439659,400-500,50-75,5-7,3-5,1-3,>=4,0.3662066551764811
C1=CC=C2C(=C1)C=CC3=CC4=CC=CC=C4C=C32,3.156624822637663,3.8604004147232507,200-300,<50,<3,<1,<1,>=4,0.1972173037228507
CCOP(=S)(C1=CC=CC=C1)OC2=CC=C(C=C2)[N+](=O)[O-],3.624667755789,3.0801418020027165,300-400,50-75,5-7,5-7,<1,>=4,0.15259116914612256
CCc1ccc(O)c(C(C)(C)C)c1,4.1377729183648295,5.562674259796112,<200,<50,<3,1-3,1-3,3-4,0.3992965993540393
Cc1ccc(N)cc1O,5.426599809704997,3.7307121377158694,<200,<50,<3,1-3,1-3,0-1,0.4752344324635854
CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-],3.5367629107396468,3.0989053054127274,400-500,<50,3-5,1-3,<1,>=4,0.12269976013407637
COC(=O)NS(=O)(=O)c1ccc(N)cc1,1.7230696782028503,1.7191421803255609,200-300,75-100,<3,5-7,1-3,<0,0.0011005930731994467
CC1=CC(=CC=C1)[N+](=O)[O-],4.2933530482936915,3.7795225326516717,<200,<50,<3,1-3,<1,2-3,0.14398946198906754
Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,2.2654389689842924,3.274991472994688,300-400,75-100,3-5,5-7,<1,0-1,0.2829044159055882
C1=CC=C(C(=C1)CC2=CC=CC=C2O)O,5.5243989532018425,5.363398162503038,200-300,<50,<3,1-3,1-3,3-4,0.04511685570789707
CCCCOC(=O)C1=CC=CC=C1C(=O)O,4.903385786014377,1.0551306388705257,200-300,50-75,5-7,3-5,1-3,2-3,1.0783870777732174
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,2.263776663216185,4.244144362112037,300-400,<50,<3,1-3,<1,2-3,0.5549535709226032
CN1CCN(c2cc(Cl)c3[nH]c(Nc4ccc(Br)cn4)nc3c2)CC1,3.8102689022291494,3.1738240641526563,400-500,50-75,3-5,5-7,1-3,3-4,0.17834937208011017
FC(F)(F)C(Cl)Cl,0.09788722834579573,4.882654669320898,<200,<50,<3,<1,<1,2-3,1.340823615171974
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,4.765130851598542,4.120746704603301,300-400,50-75,5-7,5-7,<1,2-3,0.1805741850971946
CC1=C(C=C(C=C1)N)O,5.4879573338394865,3.7307121377158694,<200,<50,<3,1-3,1-3,0-1,0.4924285005855759
Oc1c(Cl)cc(Cl)cc1Cl,4.523805190911735,3.8863167732990154,<200,<50,<3,1-3,1-3,3-4,0.17864181180758776
CCS(=O)(=O)c1ccc(C(NC(C)=O)C(=O)Nc2cc(-c3cc(C#N)cc(F)c3OC)cs2)cc1,3.0010663339433474,2.6730991333599206,500-600,100-150,7-10,7-10,1-3,>=4,0.09190544221193855
COCC(C)CN1C(c2c(F)cc(C=CC(=O)O)cc2F)c2ccc(O)cc2CC1(C)C,3.6456845389864476,5.415648744666953,400-500,50-75,7-10,3-5,1-3,>=4,0.4959927173601321
C1=CC=C(C=C1)N(C2=CC=CC=C2)N=O,3.2359589989353714,3.0949963717650415,<200,<50,3-5,1-3,<1,3-4,0.0395016104122592
Cc1ncc([N+](=O)[O-])n1CCO,3.2489940509093427,2.155580485727476,<200,75-100,3-5,5-7,1-3,<0,0.30640459487963145
CCOCN(C(=O)CCl)c1c(C)cccc1CC,3.8623776655962065,5.377718266768763,200-300,<50,5-7,1-3,<1,3-4,0.42464017073878774
CCNc1nc(NC(C)CC)nc(OC)n1,3.394255936154983,2.8687098799308086,200-300,50-75,5-7,5-7,1-3,3-4,0.1472724791201692
CCCCc1ccc(N)cc1,4.7669424263946745,4.221997544129426,<200,<50,3-5,1-3,1-3,3-4,0.1527085644437193
